human_symbol	yeast_sgd
RPL3L	YOR063W
RPL4	YBR031W
RPL4	YDR012W
RPL5	YPL131W
RPL6	YLR448W
RPL6	YML073C
RPL7	YGL076C
RPL7	YPL198W
RPL7A	YHL033C
RPL7A	YLL045C
RPL8	YFR031C-A
RPL8	YIL018W
RPL9; RPL9P7; RPL9P8; RPL9P9	YGL147C
RPL9; RPL9P7; RPL9P8; RPL9P9	YNL067W
RPLP0	YLR340W
RPLP0P6	YLR340W
RPLP1	YDL081C
RPLP1	YDL130W
RPLP2	YDR382W
RPLP2	YOL039W
RPN1	YJL002C
RPP30	YHR062C
RPS10	YMR230W
RPS10	YOR293W
RPS10P5	YMR230W
RPS10P5	YOR293W
RPS11	YBR048W
RPS11	YDR025W
RPS12	YOR369C
RPS13	YDR064W
RPS14	YCR031C
RPS14	YJL191W
RPS15	YOL040C
RPS15A	YJL190C
RPS15A	YLR367W
RPS16	YDL083C
RPS16	YMR143W
RPS17	YDR447C
RPS17	YML024W
RPS18	YDR450W
RPS18	YML026C
RPS19	YNL302C
RPS19	YOL121C
RPS2	YGL123W
RPS20	YHL015W
RPS21	YJL136C
RPS21	YKR057W
RPS23	YGR118W
RPS23	YPR132W
RPS24	YER074W
RPS24	YIL069C
RPS25	YGR027C
RPS25	YLR333C
RPS26	YER131W
RPS26	YGL189C
RPS26P11	YER131W
RPS26P11	YGL189C
RPS27	YHR021C
RPS27	YKL156W
RPS27A	YLR167W
RPS27L	YHR021C
RPS27L	YKL156W
RPS28	YLR264W
RPS28	YOR167C
RPS29	YDL061C
RPS29	YLR388W
RPS3	YNL178W
RPS3A	YLR441C
RPS3A	YML063W
RPS4X	YHR203C
RPS4X	YJR145C
RPS4Y1	YHR203C
RPS4Y1	YJR145C
RPS4Y2	YHR203C
RPS4Y2	YJR145C
RPS5	YJR123W
RPS6	YBR181C
RPS6	YPL090C
RPS6KA3	YKL126W
RPS6KA3	YMR104C
RPS6KA6	YKL126W
RPS6KA6	YMR104C
RPS6KB1	YKL126W
RPS6KB1	YMR104C
RPS6KB2	YKL126W
RPS6KB2	YMR104C
RPS7	YNL096C
RPS7	YOR096W
RPS8	YBL072C
RPS8	YER102W
RPS9	YBR189W
RPS9	YPL081W
RPSA	YGR214W
RPSA	YLR048W
RPTOR	YHR186C
RPUSD2	YDL036C
RPUSD2	YOL066C
RPUSD3	YLR165C
RPUSD4	YLR165C
RRAGA	YML121W
RRAGB	YML121W
RRAGC	YGR163W
RRAGD	YGR163W
RRAS	YCR027C
RRAS	YNL098C
RRAS	YOR101W
RRAS2	YNL098C
RRAS2	YOR101W
RRM1	YER070W
RRM1	YIL066C
RRM2	YJL026W
RRM2B	YJL026W
RRN3	YKL125W
RRN3P2	YKL125W
RRP12	YPL012W
RRP15	YPR143W
RRP36	YOR287C
RRP9	YPR137W
RSL24D1	YLR009W
RTF1	YGL244W
RTL9	YJR151C
RTN4IP1	YMR152W
RUVBL1	YDR190C
RUVBL2	YPL235W
RWDD1	YDR152W
SACM1L	YKL212W
SAE1	YPR180W
SAP 49	YFR023W
SAP 49	YHR015W
SAP 49	YOR319W
SAR1A	YPL218W
SAR1B	YPL218W
SARS1	YDR023W
SARS2	YHR011W
SART1	YOR308C
SATL1	YFL017C
SBDS	YLR022C
SC5D	YLR056W
SCD	YGL055W
SCD5	YGL055W
SCFD1	YDR189W
SCN11A	YGR217W
SCN4A	YGR217W
SCO1	YBR024W
SCO1	YBR037C
SCO2	YBR024W
SCO2	YBR037C
SCYL1	YOR112W
SCYL2	YGL083W
SDAD1	YGR245C
SDHA	YJL045W
SDHA	YKL148C
SDHAF2	YOL071W
SDHAF3	YDR511W
SDHB	YLL041C
SDHC	YKL141W
SDHC	YMR118C
SDR16C5	YDL114W
SDR16C5	YLR426W
SDS	YCL064C
SDSL	YCL064C
SEC11A	YIR022W
SEC11B	YIR022W
SEC11C	YIR022W
SEC13	YLR208W
SEC14L2	YKL091C
SEC14L2	YMR079W
SEC14L3	YKL091C
SEC14L3	YMR079W
SEC14L4	YKL091C
SEC14L4	YMR079W
SEC14L6	YKL091C
SEC14L6	YMR079W
SEC22B	YLR268W
SEC23A	YPR181C
SEC23B	YPR181C
SEC24A	YHR098C
SEC24A	YIL109C
SEC24A	YNL049C
SEC24B	YHR098C
SEC24B	YIL109C
SEC24B	YNL049C
SEC24C	YHR098C
SEC24C	YIL109C
SEC24C	YNL049C
SEC24D	YHR098C
SEC24D	YIL109C
SEC24D	YNL049C
SEC31A	YDL195W
SEC31B	YDL195W
SEC61A1	YLR378C
SEC61A2	YLR378C
SEC61G	YDR086C
SEC63	YER048C
SEC63	YGL128C
SEC63	YIR004W
SEC63	YJL162C
SEC63	YJR097W
SEC63	YMR161W
SEC63	YOR254C
SEH1L	YGL100W
SEL1L	YLR207W
SEL1L2	YLR207W
SELENOI	YHR123W
SELENOI	YNL130C
SELENOO	YPL222W
SEPTIN1	YCR002C
SEPTIN1	YDL225W
SEPTIN1	YDR218C
SEPTIN1	YGR059W
SEPTIN1	YHR107C
SEPTIN1	YJR076C
SEPTIN1	YLR314C
SEPTIN10	YCR002C
SEPTIN10	YDL225W
SEPTIN10	YDR218C
SEPTIN10	YGR059W
SEPTIN10	YHR107C
SEPTIN10	YJR076C
SEPTIN10	YLR314C
SEPTIN11	YCR002C
SEPTIN11	YDL225W
SEPTIN11	YDR218C
SEPTIN11	YGR059W
SEPTIN11	YHR107C
SEPTIN11	YJR076C
SEPTIN11	YLR314C
SEPTIN12	YCR002C
SEPTIN12	YDL225W
SEPTIN12	YDR218C
SEPTIN12	YGR059W
SEPTIN12	YHR107C
SEPTIN12	YJR076C
SEPTIN12	YLR314C
SEPTIN14	YCR002C
SEPTIN14	YDL225W
SEPTIN14	YDR218C
SEPTIN14	YGR059W
SEPTIN14	YHR107C
SEPTIN14	YJR076C
SEPTIN14	YLR314C
SEPTIN2	YLR314C
SEPTIN3	YCR002C
SEPTIN3	YDL225W
SEPTIN3	YDR218C
SEPTIN3	YGR059W
SEPTIN3	YHR107C
SEPTIN3	YJR076C
SEPTIN3	YLR314C
SEPTIN4	YLR314C
SEPTIN5	YCR002C
SEPTIN5	YDL225W
SEPTIN5	YDR218C
SEPTIN5	YGR059W
SEPTIN5	YHR107C
SEPTIN5	YJR076C
SEPTIN5	YLR314C
SEPTIN6	YCR002C
SEPTIN6	YDL225W
SEPTIN6	YDR218C
SEPTIN6	YGR059W
SEPTIN6	YHR107C
SEPTIN6	YJR076C
SEPTIN6	YLR314C
SEPTIN7	YCR002C
SEPTIN7	YDL225W
SEPTIN7	YDR218C
SEPTIN7	YGR059W
SEPTIN7	YHR107C
SEPTIN7	YJR076C
SEPTIN7	YLR314C
SEPTIN8	YCR002C
SEPTIN8	YDL225W
SEPTIN8	YDR218C
SEPTIN8	YGR059W
SEPTIN8	YHR107C
SEPTIN8	YJR076C
SEPTIN8	YLR314C
SEPTIN9	YCR002C
SEPTIN9	YDL225W
SEPTIN9	YDR218C
SEPTIN9	YGR059W
SEPTIN9	YHR107C
SEPTIN9	YJR076C
SEPTIN9	YLR314C
SERCA1	YDR038C
SERCA1	YDR039C
SERCA1	YDR040C
SERCA1	YGL167C
SERCA2	YDR038C
SERCA2	YDR039C
SERCA2	YDR040C
SERCA2	YGL167C
SERCA3	YDR038C
SERCA3	YDR039C
SERCA3	YDR040C
SERCA3	YGL167C
SERF2	YDL085C-A
SERINC1	YDR105C
SERINC2	YDR105C
SERINC3	YDR105C
SERINC5	YDR105C
SET	YNL246W
SETD4	YHL039W
SETD4	YPL208W
SETD6	YDR257C
SETSIP	YNL246W
SF1	YLR116W
SF3A3	YDL030W
SF3B1	YMR288W
SF3B3	YML049C
SF3B6	YIR005W
SFN	YDR099W
SFN	YER177W
SFT	YBR082C
SFT	YDR059C
SFT	YDR092W
SFT2D3	YBL102W
SFXN1	YOR271C
SFXN2	YOR271C
SFXN3	YOR271C
SFXN5	YOR271C
SGK1	YKL126W
SGK1	YMR104C
SGK2	YKL126W
SGK2	YMR104C
SGK3	YKL126W
SGK3	YMR104C
SGPL1	YDR294C
SGPP1	YJL134W
SGPP1	YKR053C
SGPP2	YJL134W
SGPP2	YKR053C
SGTA	YOR007C
SGTB	YOR007C
SH3YL1	YFR024C-A
SH3YL1	YHR016C
SHMT1	YBR263W
SHMT1	YLR058C
SHMT2	YBR263W
SHMT2	YLR058C
SHOX	YDR451C
SHOX	YML027W
SHOX2	YDR451C
SHOX2	YML027W
SHQ1	YIL104C
SHTN1	YBR130C
SIGMA4-ADAPTIN	YJR058C
SIGMA4-ADAPTIN	YLR170C
SIGMAR1	YMR202W
SIL1	YOL031C
SIN3A	YOL004W
SIN3B	YOL004W
SIRT2	YPL015C
SIRT3	YPL015C
SKI2	YJL050W
SKI8	YGL213C
SKI8	YIL112W
SKIC2	YLR398C
SKIC3	YPR189W
SKIV2L	YJL050W
SKP1	YDR328C
SLC10A7	YMR034C
SLC11A1	YHR050W
SLC11A1	YLR034C
SLC11A1	YOL122C
SLC11A2	YHR050W
SLC11A2	YLR034C
SLC11A2	YOL122C
SLC12A9	YBR235W
SLC13A1	YCR037C
SLC13A1	YJL198W
SLC13A1	YNR013C
SLC13A2	YCR037C
SLC13A2	YJL198W
SLC13A2	YNR013C
SLC13A3	YCR037C
SLC13A3	YJL198W
SLC13A3	YNR013C
SLC13A4	YCR037C
SLC13A4	YJL198W
SLC13A4	YNR013C
SLC13A5	YCR037C
SLC13A5	YJL198W
SLC13A5	YNR013C
SLC15A1	YKR093W
SLC15A2	YKR093W
SLC15A3	YKR093W
SLC15A4	YKR093W
SLC16A1	YKL221W
SLC16A1	YNL125C
SLC16A10	YKL221W
SLC16A10	YNL125C
SLC16A11	YKL221W
SLC16A11	YNL125C
SLC16A12	YKL221W
SLC16A12	YNL125C
SLC16A12	YOL119C
SLC16A12	YOR306C
SLC16A13	YKL221W
SLC16A13	YNL125C
SLC16A14	YKL221W
SLC16A14	YNL125C
SLC16A2	YKL221W
SLC16A2	YNL125C
SLC16A2	YOL119C
SLC16A2	YOR306C
SLC16A3	YKL221W
SLC16A3	YNL125C
SLC16A4	YKL221W
SLC16A4	YNL125C
SLC16A5	YKL221W
SLC16A5	YNL125C
SLC16A6	YKL221W
SLC16A6	YNL125C
SLC16A7	YKL221W
SLC16A7	YNL125C
SLC16A7	YOL119C
SLC16A7	YOR306C
SLC16A8	YKL221W
SLC16A8	YNL125C
SLC16A9	YKL221W
SLC16A9	YNL125C
SLC20A1	YBR296C
SLC20A2	YBR296C
SLC25A1	YBR291C
SLC25A1	YJR095W
SLC25A1	YOR222W
SLC25A1	YPL134C
SLC25A10	YLR348C
SLC25A11	YLR348C
SLC25A15	YBR104W
SLC25A15	YOR100C
SLC25A15	YOR130C
SLC25A15	YPR058W
SLC25A16	YHR002W
SLC25A16	YPR011C
SLC25A17	YBR192W
SLC25A17	YEL006W
SLC25A17	YIL006W
SLC25A17	YIL134W
SLC25A19	YGR096W
SLC25A2	YBR104W
SLC25A2	YOR100C
SLC25A2	YOR130C
SLC25A2	YPR058W
SLC25A20	YBR104W
SLC25A20	YOR100C
SLC25A20	YOR130C
SLC25A20	YPR058W
SLC25A21	YBR291C
SLC25A21	YJR095W
SLC25A21	YOR222W
SLC25A21	YPL134C
SLC25A23	YNL083W
SLC25A26	YNL003C
SLC25A28	YJL133W
SLC25A28	YKR052C
SLC25A29	YBR104W
SLC25A29	YOR100C
SLC25A29	YOR130C
SLC25A29	YPR058W
SLC25A3	YER053C
SLC25A30	YKL120W
SLC25A31	YBL030C
SLC25A31	YBR085W
SLC25A31	YMR056C
SLC25A32	YBR192W
SLC25A32	YEL006W
SLC25A32	YIL006W
SLC25A32	YIL134W
SLC25A33	YBR192W
SLC25A33	YEL006W
SLC25A33	YIL006W
SLC25A33	YIL134W
SLC25A34	YKL120W
SLC25A35	YKL120W
SLC25A36	YBR192W
SLC25A36	YEL006W
SLC25A36	YIL006W
SLC25A36	YIL134W
SLC25A37	YJL133W
SLC25A37	YKR052C
SLC25A38	YDL119C
SLC25A39	YGR257C
SLC25A4	YBL030C
SLC25A4	YBR085W
SLC25A4	YMR056C
SLC25A40	YGR257C
SLC25A41	YBR192W
SLC25A41	YEL006W
SLC25A41	YIL006W
SLC25A41	YIL134W
SLC25A42	YHR002W
SLC25A42	YPR011C
SLC25A45	YBR104W
SLC25A45	YPR058W
SLC25A47	YBR104W
SLC25A47	YOR100C
SLC25A47	YOR130C
SLC25A47	YPR058W
SLC25A48	YBR104W
SLC25A48	YOR100C
SLC25A48	YOR130C
SLC25A48	YPR058W
SLC25A5	YBL030C
SLC25A5	YBR085W
SLC25A5	YMR056C
SLC25A6	YBL030C
SLC25A6	YBR085W
SLC25A6	YMR056C
SLC26A11	YBR294W
SLC26A11	YLR092W
SLC26A3	YPR003C
SLC26A4	YPR003C
SLC26A5	YPR003C
SLC26A6	YPR003C
SLC26A9	YPR003C
SLC27A1	YBR041W
SLC27A2	YBR041W
SLC27A3	YBR041W
SLC27A4	YBR041W
SLC27A5	YBR041W
SLC27A6	YBR041W
SLC29A1	YAL022C
SLC29A2	YAL022C
SLC29A3	YAL022C
SLC2A1	YBR241C
SLC2A1	YDL245C
SLC2A1	YDR342C
SLC2A1	YDR343C
SLC2A1	YDR345C
SLC2A1	YDR387C
SLC2A1	YDR497C
SLC2A1	YDR536W
SLC2A1	YEL069C
SLC2A1	YFL011W
SLC2A1	YGL104C
SLC2A1	YHR092C
SLC2A1	YHR094C
SLC2A1	YHR096C
SLC2A1	YJL214W
SLC2A1	YJL219W
SLC2A1	YJR158W
SLC2A1	YLR081W
SLC2A1	YMR011W
SLC2A1	YNL318C
SLC2A1	YNR072W
SLC2A1	YOL103W
SLC2A1	YOL156W
SLC2A10	YDL245C
SLC2A10	YDR342C
SLC2A10	YDR343C
SLC2A10	YDR345C
SLC2A10	YDR387C
SLC2A10	YDR497C
SLC2A10	YDR536W
SLC2A10	YEL069C
SLC2A10	YFL011W
SLC2A10	YHR092C
SLC2A10	YHR094C
SLC2A10	YHR096C
SLC2A10	YJL214W
SLC2A10	YJL219W
SLC2A10	YJR158W
SLC2A10	YLR081W
SLC2A10	YMR011W
SLC2A10	YNL318C
SLC2A10	YNR072W
SLC2A10	YOL103W
SLC2A10	YOL156W
SLC2A11	YBR241C
SLC2A11	YGL104C
SLC2A12	YDL245C
SLC2A12	YDR342C
SLC2A12	YDR343C
SLC2A12	YDR345C
SLC2A12	YDR387C
SLC2A12	YDR497C
SLC2A12	YDR536W
SLC2A12	YEL069C
SLC2A12	YFL011W
SLC2A12	YHR092C
SLC2A12	YHR094C
SLC2A12	YHR096C
SLC2A12	YJL214W
SLC2A12	YJL219W
SLC2A12	YJR158W
SLC2A12	YLR081W
SLC2A12	YMR011W
SLC2A12	YNL318C
SLC2A12	YNR072W
SLC2A12	YOL103W
SLC2A12	YOL156W
SLC2A13	YDL245C
SLC2A13	YDR342C
SLC2A13	YDR343C
SLC2A13	YDR345C
SLC2A13	YDR387C
SLC2A13	YDR497C
SLC2A13	YDR536W
SLC2A13	YEL069C
SLC2A13	YFL011W
SLC2A13	YHR092C
SLC2A13	YHR094C
SLC2A13	YHR096C
SLC2A13	YJL214W
SLC2A13	YJL219W
SLC2A13	YJR158W
SLC2A13	YLR081W
SLC2A13	YMR011W
SLC2A13	YNL318C
SLC2A13	YNR072W
SLC2A13	YOL103W
SLC2A13	YOL156W
SLC2A14	YBR241C
SLC2A14	YGL104C
SLC2A2	YBR241C
SLC2A2	YDL245C
SLC2A2	YDR342C
SLC2A2	YDR343C
SLC2A2	YDR345C
SLC2A2	YDR387C
SLC2A2	YDR497C
SLC2A2	YDR536W
SLC2A2	YEL069C
SLC2A2	YFL011W
SLC2A2	YGL104C
SLC2A2	YHR092C
SLC2A2	YHR094C
SLC2A2	YHR096C
SLC2A2	YJL214W
SLC2A2	YJL219W
SLC2A2	YJR158W
SLC2A2	YLR081W
SLC2A2	YMR011W
SLC2A2	YNL318C
SLC2A2	YNR072W
SLC2A2	YOL103W
SLC2A2	YOL156W
SLC2A3	YBR241C
SLC2A3	YDL245C
SLC2A3	YDR342C
SLC2A3	YDR343C
SLC2A3	YDR345C
SLC2A3	YDR387C
SLC2A3	YDR497C
SLC2A3	YDR536W
SLC2A3	YEL069C
SLC2A3	YFL011W
SLC2A3	YGL104C
SLC2A3	YHR092C
SLC2A3	YHR094C
SLC2A3	YHR096C
SLC2A3	YJL214W
SLC2A3	YJL219W
SLC2A3	YJR158W
SLC2A3	YLR081W
SLC2A3	YMR011W
SLC2A3	YNL318C
SLC2A3	YNR072W
SLC2A3	YOL103W
SLC2A3	YOL156W
SLC2A4	YBR241C
SLC2A4	YDL245C
SLC2A4	YDR342C
SLC2A4	YDR343C
SLC2A4	YDR345C
SLC2A4	YDR387C
SLC2A4	YDR497C
SLC2A4	YDR536W
SLC2A4	YEL069C
SLC2A4	YFL011W
SLC2A4	YGL104C
SLC2A4	YHR092C
SLC2A4	YHR094C
SLC2A4	YHR096C
SLC2A4	YJL214W
SLC2A4	YJL219W
SLC2A4	YJR158W
SLC2A4	YLR081W
SLC2A4	YMR011W
SLC2A4	YNL318C
SLC2A4	YNR072W
SLC2A4	YOL103W
SLC2A4	YOL156W
SLC2A5	YBR241C
SLC2A5	YDL245C
SLC2A5	YDR342C
SLC2A5	YDR343C
SLC2A5	YDR345C
SLC2A5	YDR387C
SLC2A5	YDR497C
SLC2A5	YDR536W
SLC2A5	YEL069C
SLC2A5	YFL011W
SLC2A5	YGL104C
SLC2A5	YHR092C
SLC2A5	YHR094C
SLC2A5	YHR096C
SLC2A5	YJL214W
SLC2A5	YJL219W
SLC2A5	YJR158W
SLC2A5	YLR081W
SLC2A5	YMR011W
SLC2A5	YNL318C
SLC2A5	YNR072W
SLC2A5	YOL103W
SLC2A5	YOL156W
SLC2A6	YDL245C
SLC2A6	YDR342C
SLC2A6	YDR343C
SLC2A6	YDR345C
SLC2A6	YDR387C
SLC2A6	YDR497C
SLC2A6	YDR536W
SLC2A6	YEL069C
SLC2A6	YFL011W
SLC2A6	YHR092C
SLC2A6	YHR094C
SLC2A6	YHR096C
SLC2A6	YJL214W
SLC2A6	YJL219W
SLC2A6	YJR158W
SLC2A6	YLR081W
SLC2A6	YMR011W
SLC2A6	YNL318C
SLC2A6	YNR072W
SLC2A6	YOL103W
SLC2A6	YOL156W
SLC2A7	YBR241C
SLC2A7	YDL245C
SLC2A7	YDR342C
SLC2A7	YDR343C
SLC2A7	YDR345C
SLC2A7	YDR387C
SLC2A7	YDR497C
SLC2A7	YDR536W
SLC2A7	YEL069C
SLC2A7	YFL011W
SLC2A7	YGL104C
SLC2A7	YHR092C
SLC2A7	YHR094C
SLC2A7	YHR096C
SLC2A7	YJL214W
SLC2A7	YJL219W
SLC2A7	YJR158W
SLC2A7	YLR081W
SLC2A7	YMR011W
SLC2A7	YNL318C
SLC2A7	YNR072W
SLC2A7	YOL103W
SLC2A7	YOL156W
SLC2A8	YDL245C
SLC2A8	YDR342C
SLC2A8	YDR343C
SLC2A8	YDR345C
SLC2A8	YDR387C
SLC2A8	YDR497C
SLC2A8	YDR536W
SLC2A8	YEL069C
SLC2A8	YFL011W
SLC2A8	YHR092C
SLC2A8	YHR094C
SLC2A8	YHR096C
SLC2A8	YJL214W
SLC2A8	YJL219W
SLC2A8	YJR158W
SLC2A8	YLR081W
SLC2A8	YMR011W
SLC2A8	YNL318C
SLC2A8	YNR072W
SLC2A8	YOL103W
SLC2A8	YOL156W
SLC2A9	YBR241C
SLC2A9	YDL245C
SLC2A9	YDR342C
SLC2A9	YDR343C
SLC2A9	YDR345C
SLC2A9	YDR387C
SLC2A9	YDR497C
SLC2A9	YDR536W
SLC2A9	YEL069C
SLC2A9	YFL011W
SLC2A9	YGL104C
SLC2A9	YHR092C
SLC2A9	YHR094C
SLC2A9	YHR096C
SLC2A9	YJL214W
SLC2A9	YJL219W
SLC2A9	YJR158W
SLC2A9	YLR081W
SLC2A9	YMR011W
SLC2A9	YNL318C
SLC2A9	YNR072W
SLC2A9	YOL103W
SLC2A9	YOL156W
SLC30A1	YDR205W
SLC30A1	YMR243C
SLC30A1	YOR316C
SLC30A10	YMR243C
SLC30A10	YOR316C
SLC30A7	YMR243C
SLC30A7	YOR316C
SLC30A8	YDR205W
SLC30A8	YMR243C
SLC30A8	YOR316C
SLC31A1	YHR175W
SLC32A1	YJR001W
SLC33A1	YBR220C
SLC35B1	YPL244C
SLC35B2	YPL244C
SLC35B3	YPL244C
SLC35B4	YEL004W
SLC35D2	YGL225W
SLC35D4	YER039C
SLC35D4	YGL225W
SLC35E1	YJL193W
SLC35E1	YOR307C
SLC35F5	YDR438W
SLC35F5	YML018C
SLC35G1	YMR253C
SLC35G1	YPL264C
SLC35H1	YML038C
SLC36A1	YKL146W
SLC36A1	YNL101W
SLC36A2	YKL146W
SLC36A2	YNL101W
SLC36A3	YKL146W
SLC36A3	YNL101W
SLC36A4	YKL146W
SLC36A4	YNL101W
SLC38A11	YEL064C
SLC38A2	YBL089W
SLC38A2	YER119C
SLC38A3	YBL089W
SLC38A3	YER119C
SLC38A6	YBL089W
SLC38A6	YER119C
SLC38A7	YBL089W
SLC38A7	YER119C
SLC38A7	YIL088C
SLC38A8	YBL089W
SLC38A8	YER119C
SLC38A8	YIL088C
SLC39A13	YIL023C
SLC39A7	YIL023C
SLC39A9	YOR079C
SLC3A1	YBR299W
SLC3A1	YGR287C
SLC3A1	YGR292W
SLC3A1	YIL172C
SLC3A1	YJL216C
SLC3A1	YJL221C
SLC3A1	YOL157C
SLC43A1	YMR221C
SLC43A2	YMR221C
SLC43A3	YMR221C
SLC44A1	YOR161C
SLC44A2	YOR161C
SLC44A3	YOR161C
SLC44A4	YOR161C
SLC44A5	YOR161C
SLC47A1	YDR338C
SLC47A1	YHR032W
SLC47A2	YDR338C
SLC47A2	YHR032W
SLC4A1	YNL275W
SLC4A10	YNL275W
SLC4A2	YNL275W
SLC4A3	YNL275W
SLC4A4	YNL275W
SLC4A5	YNL275W
SLC4A7	YNL275W
SLC4A8	YNL275W
SLC4A9	YNL275W
SLC5A10	YHL016C
SLC5A11	YHL016C
SLC5A12	YHL016C
SLC5A4	YHL016C
SLC5A5	YHL016C
SLC5A6	YHL016C
SLC5A8	YHL016C
SLC66A1	YBR147W
SLC66A1	YOL092W
SLC66A2	YMR010W
SLC7A1	YDL210W
SLC7A1	YGL077C
SLC7A10	YGR055W
SLC7A10	YHL036W
SLC7A11	YGR055W
SLC7A11	YHL036W
SLC7A13	YGR055W
SLC7A13	YHL036W
SLC7A14	YBR068C
SLC7A14	YBR069C
SLC7A14	YBR132C
SLC7A14	YCL025C
SLC7A14	YDR046C
SLC7A14	YDR160W
SLC7A14	YDR508C
SLC7A14	YEL063C
SLC7A14	YFL055W
SLC7A14	YGR191W
SLC7A14	YKR039W
SLC7A14	YLL061W
SLC7A14	YNL268W
SLC7A14	YNL270C
SLC7A14	YOL020W
SLC7A14	YOR348C
SLC7A14	YPL265W
SLC7A14	YPL274W
SLC7A2	YDL210W
SLC7A2	YGL077C
SLC7A3	YDL210W
SLC7A3	YGL077C
SLC7A4	YBR068C
SLC7A4	YBR069C
SLC7A4	YBR132C
SLC7A4	YCL025C
SLC7A4	YDR046C
SLC7A4	YDR160W
SLC7A4	YDR508C
SLC7A4	YEL063C
SLC7A4	YFL055W
SLC7A4	YGR191W
SLC7A4	YKR039W
SLC7A4	YLL061W
SLC7A4	YNL268W
SLC7A4	YNL270C
SLC7A4	YOL020W
SLC7A4	YOR348C
SLC7A4	YPL265W
SLC7A4	YPL274W
SLC7A5	YGR055W
SLC7A5	YHL036W
SLC7A6	YGR055W
SLC7A6	YHL036W
SLC7A7	YGR055W
SLC7A7	YHL036W
SLC7A8	YGR055W
SLC7A8	YHL036W
SLC7A9	YGR055W
SLC7A9	YHL036W
SLC8B1	YDL206W
SLC9A6	YDR456W
SLC9A7	YDR456W
SLC9A9	YDR456W
SLMAP	YJR134C
SLU7	YDR088C
SMAP1	YIL044C
SMAP2	YIL044C
SMAP2	YNL204C
SMARCA1	YBR245C
SMARCA1	YOR304W
SMARCA2	YIL126W
SMARCA2	YOR290C
SMARCA4	YIL126W
SMARCA4	YOR290C
SMARCA5	YBR245C
SMARCA5	YOR304W
SMARCC1	YJL176C
SMARCC2	YJL176C
SMARCD1	YCR052W
SMARCD1	YNR023W
SMARCD2	YCR052W
SMARCD2	YNR023W
SMARCD3	YCR052W
SMARCD3	YNR023W
SMC1A	YFL008W
SMC1B	YFL008W
SMC2	YFR031C
SMC3	YJL074C
SMC4	YLR086W
SMC5	YOL034W
SMC6	YLR383W
SMOX	YMR020W
SMPD2	YER019W
SMYD5	YHR207C
SNAP23	YGL212W
SNAP23	YMR017W
SNAP25	YGL212W
SNAP25	YMR017W
SNAP91	YGR241C
SNAP91	YHR161C
SNF8	YPL002C
SNRNP200	YER172C
SNRPA1	YPL213W
SNRPD1	YGR074W
SNRPD2	YLR275W
SNRPD3	YLR147C
SNRPE	YOR159C
SNRPF	YPR182W
SNRPG	YFL017W-A
SNRPGP15	YFL017W-A
SNU13	YEL026W
SNW1	YAL032C
SNX1	YOR069W
SNX12	YOR357C
SNX2	YOR069W
SNX3	YOR357C
SNX30	YJL036W
SNX7	YJL036W
SNX8	YMR004W
SOAT1	YCR048W
SOAT1	YNR019W
SOAT2	YCR048W
SOAT2	YNR019W
SOD1	YJR104C
SOD2	YHR008C
SORD	YDL246C
SORD	YJR159W
SORD	YLR070C
SPCS3	YLR066W
SPHK1	YLR260W
SPHK1	YOR171C
SPHK2	YLR260W
SPHK2	YOR171C
SPO11	YHL022C
SPOUT1	YGR283C
SPOUT1	YMR310C
SPR	YIR035C
SPTLC1	YMR296C
SPTLC2	YDR062W
SPTLC3	YDR062W
SQLE	YGR175C
SRD5A3	YIL049W
SRM	YPR069C
SRP54	YPR088C
SRP68	YPL243W
SRP72	YPL210C
SRPK1	YMR216C
SRPK2	YMR216C
SRPK3	YMR216C
SRPRA	YDR292C
SRPRB	YKL154W
SRR	YKL218C
SRRM1	YMR273C
SRRM2	YPL085W
SRRP35	YGR250C
SRRP40	YGR250C
SRSF4	YDR432W
SRSF4	YLL046C
SRSF4	YNL004W
SRSF5	YDR432W
SRSF5	YLL046C
SRSF5	YNL004W
SRSF6	YDR432W
SRSF6	YLL046C
SRSF6	YNL004W
SRXN1	YKL086W
SSAT	YFL017C
SSAT-2	YFL017C
SSRP1	YML069W
SSU72	YNL222W
SSU72L1	YNL222W
SSU72L2	YNL222W
SSU72L3	YNL222W
SSU72L4	YNL222W
SSU72L5	YNL222W
SSU72L6	YNL222W
ST20-MTHFS	YER183C
STAM	YHL002W
STAM2	YHL002W
STIMATE	YPL162C
STIP1	YOR027W
STK16	YPL236C
STK24	YDR523C
STK25	YDR523C
STK26	YDR523C
STK3	YDR523C
STK38	YNL161W
STK38L	YNL161W
STK4	YDR523C
STRN	YMR029C
STRN	YNL258C
STRN	YOR272W
STRN3	YMR029C
STRN3	YNL258C
STRN3	YOR272W
STRN4	YMR029C
STRN4	YNL258C
STRN4	YOR272W
STT3A	YGL022W
STT3B	YGL022W
STX10	YDR468C
STX11	YMR183C
STX11	YPL232W
STX12	YOR036W
STX16	YOL018C
STX18	YOR075W
STX19	YMR183C
STX19	YPL232W
STX1A	YMR183C
STX1A	YPL046C
STX1A	YPL232W
STX1B	YMR183C
STX1B	YPL046C
STX1B	YPL232W
STX2	YMR183C
STX2	YPL046C
STX2	YPL232W
STX3	YMR183C
STX3	YPL046C
STX3	YPL232W
STX4	YMR183C
STX4	YPL046C
STX4	YPL232W
STX5	YLR026C
STX6	YDR468C
STX7	YOR036W
STXBP1	YDR164C
