human_symbol	yeast_sgd
FSCB	YJL020C
FTSJ1	YBR061C
FTSJ3	YCL054W
FZR1	YGL003C
G6PD	YNL241C
GABARAP	YBL078C
GABARAPL1	YBL078C
GABARAPL2	YBL078C
GABARAPL3	YBL078C
GAD-65	YJL010C
GAD-67	YJL010C
GALK2	YBR020W
GALK2	YDR009W
GALM	YHR210C
GALM	YNR071C
GALT	YBR018C
GANAB	YBR229C
GANC	YBR229C
GAPDH	YGR192C
GAPDH	YJL052W
GAPDH	YJR009C
GAPDHS	YGR192C
GAPDHS	YJL052W
GAPDHS	YJR009C
GAR1	YHR089C
GARS1	YBR121C
GARS1	YPR081C
GART	YGL234W
GATB	YBL080C
GBE1	YEL011W
GBF1	YEL022W
GBF1	YJR031C
GCAP 1	YDR373W
GCAP 2	YDR373W
GCAP 3	YDR373W
GCH1	YGR267C
GCK	YCL040W
GCK	YFR053C
GCK	YGL253W
GCLC	YJL101C
GCN1	YGL195W
GCSH	YAL044C
GDA	YDL238C
GDI1	YER136W
GDI2	YER136W
GDPD1	YPL206C
GDPD3	YPL206C
GEC-1	YBL078C
GEF-2	YBL078C
GET3	YDL100C
GET4	YOR164C
GFER	YGR029W
GFM1	YLR069C
GFM2	YJL102W
GFPT1	YKL104C
GFPT2	YKL104C
GGA1	YDR358W
GGA1	YHR108W
GGA2	YDR358W
GGA2	YHR108W
GGA3	YDR358W
GGA3	YHR108W
GGPS1	YPL069C
GGT1	YLR299W
GGT2P	YLR299W
GGT3P	YLR299W
GGT5	YLR299W
GID4	YBR105C
GID4	YGR066C
GID8	YMR135C
GINS1	YDR013W
GINS2	YJL072C
GINS3	YOL146W
GINS4	YDR489W
GK	YHL032C
GK2	YHL032C
GK3	YHL032C
GLDC	YMR189W
GLRX	YDR513W
GLRX2	YBR014C
GLRX2	YCL035C
GLRX2	YDL010W
GLRX2	YDR513W
GLRX3	YDR098C
GLRX3	YER174C
GLRX5	YPL059W
GLUD1	YAL062W
GLUD1	YOR375C
GLUD2	YAL062W
GLUD2	YOR375C
GLUL	YPR035W
GMFB	YDR063W
GMFG	YDR063W
GMIP	YBR260C
GMPPB	YDL055C
GMPS	YMR217W
GNA11	YER020W
GNA11	YHR005C
GNA14	YER020W
GNA14	YHR005C
GNAI1	YER020W
GNAI1	YHR005C
GNAI2	YER020W
GNAI2	YHR005C
GNAI3	YER020W
GNAI3	YHR005C
GNAO1	YER020W
GNAO1	YHR005C
GNAQ	YER020W
GNAQ	YHR005C
GNAT1	YER020W
GNAT1	YHR005C
GNAT2	YER020W
GNAT2	YHR005C
GNAT3	YER020W
GNAT3	YHR005C
GNAZ	YER020W
GNAZ	YHR005C
GNB1	YOR212W
GNB2	YOR212W
GNB3	YOR212W
GNB4	YOR212W
GNB5	YOR212W
GNL2	YNR053C
GNL3	YER006W
GNL3L	YER006W
GNPNAT1	YFL017C
GOLGA6L22	YLR309C
GOLGA6L6	YDR356W
GOLPH3	YDR372C
GOLPH3L	YDR372C
GOLT1A	YMR292W
GOLT1B	YMR292W
GOSR1	YHL031C
GOT1	YLR027C
GOT2	YLR027C
GPAA1	YLR088W
GPATCH11	YLR271W
GPD1	YDL022W
GPD1	YOL059W
GPD1L	YDL022W
GPD1L	YOL059W
GPD2	YIL155C
GPHRA	YHR078W
GPHRB	YHR078W
GPI	YBR196C
GPN1	YJR072C
GPN2	YOR262W
GPN3	YLR243W
GPT	YDR111C
GPT	YLR089C
GPT2	YDR111C
GPT2	YLR089C
GPX4	YBR244W
GPX4	YIR037W
GPX4	YKL026C
GPX5	YBR244W
GPX5	YIR037W
GPX5	YKL026C
GPX7	YBR244W
GPX7	YIR037W
GPX7	YKL026C
GPX8	YBR244W
GPX8	YIR037W
GPX8	YKL026C
GRAMD1A	YFL042C
GRAMD1A	YLR072W
GRAMD1B	YFL042C
GRAMD1B	YLR072W
GRAMD1C	YFL042C
GRAMD1C	YLR072W
GRHPR	YNL274C
GRINA	YNL305C
GRPEL1	YOR232W
GRPEL2	YOR232W
GRTP1	YNL293W
GRTP1	YOL112W
GRWD1	YMR131C
GSK3A	YDL079C
GSK3A	YMR139W
GSK3A	YNL307C
GSK3B	YDL079C
GSK3B	YMR139W
GSPT1	YDR172W
GSPT2	YDR172W
GSR	YPL091W
GSS	YOL049W
GSTT1	YLL060C
GSTT2	YLL060C
GSTT2B	YLL060C
GSTT4	YLL060C
GTF2A1	YOR194C
GTF2A2	YKL058W
GTF2B	YPR086W
GTF2E1	YKL028W
GTF2E2	YKR062W
GTF2F2	YGR005C
GTF2H1	YDR311W
GTF2H2	YLR005W
GTF2H2C	YLR005W
GTF2H2C; GTF2H2C_2	YLR005W
GTF2H3	YPR056W
GTF2H4	YPL122C
GTF2H5	YDR079C-A
GTF3C3	YGR047C
GTPBP10	YHR168W
GTPBP3	YMR023C
GTPBP4	YPL093W
GTPBP8	YDR336W
GUCA1C	YDR373W
GUF1	YLR289W
GUK1	YDR454C
GYG1	YJL137C
GYG1	YKR058W
GYG2	YJL137C
GYG2	YKR058W
GYS1	YFR015C
GYS1	YLR258W
GYS2	YFR015C
GYS2	YLR258W
H1-1	YPL127C
H1-10	YPL127C
H1-2	YPL127C
H1-3	YPL127C
H1-4	YPL127C
H1-5	YPL127C
H1-6	YPL127C
H12	YIL118W
H12	YLR229C
H12	YNL090W
H12	YPR165W
H2A/J	YOL012C
H2A/X	YOL012C
H2A/Z	YOL012C
H2AC1	YBL003C
H2AC1	YDR225W
H2AC1	YOL012C
H2AC11; H2AC13; H2AC15; H2AC16; H2AC17	YBL003C
H2AC11; H2AC13; H2AC15; H2AC16; H2AC17	YDR225W
H2AC12	YBL003C
H2AC12	YDR225W
H2AC14	YBL003C
H2AC14	YDR225W
H2AC18; H2AC19	YBL003C
H2AC18; H2AC19	YDR225W
H2AC20	YBL003C
H2AC20	YDR225W
H2AC20	YOL012C
H2AC21	YBL003C
H2AC21	YDR225W
H2AC21	YOL012C
H2AC25	YBL003C
H2AC25	YDR225W
H2AC4; H2AC8	YBL003C
H2AC4; H2AC8	YDR225W
H2AC6	YBL003C
H2AC6	YDR225W
H2AC7	YBL003C
H2AC7	YDR225W
H2AJ	YBL003C
H2AJ	YDR225W
H2AX	YBL003C
H2AX	YDR225W
H2AZ1	YOL012C
H2AZ2	YOL012C
H2BC1	YBL002W
H2BC1	YDR224C
H2BC11	YBL002W
H2BC11	YDR224C
H2BC12	YBL002W
H2BC12	YDR224C
H2BC12L	YBL002W
H2BC12L	YDR224C
H2BC13	YBL002W
H2BC13	YDR224C
H2BC14	YBL002W
H2BC14	YDR224C
H2BC15	YBL002W
H2BC15	YDR224C
H2BC17	YBL002W
H2BC17	YDR224C
H2BC18	YBL002W
H2BC18	YDR224C
H2BC21	YBL002W
H2BC21	YDR224C
H2BC26	YBL002W
H2BC26	YDR224C
H2BC3	YBL002W
H2BC3	YDR224C
H2BC4; H2BC6; H2BC7; H2BC8; H2BC10	YBL002W
H2BC4; H2BC6; H2BC7; H2BC8; H2BC10	YDR224C
H2BC5	YBL002W
H2BC5	YDR224C
H2BC9	YBL002W
H2BC9	YDR224C
H3-3A; H3-3B	YBR010W
H3-4	YBR010W
H3-5	YBR010W
H3-7	YBR010W
H3C15; H3C14; H3C13	YBR010W
H3C1; H3C2; H3C3; H3C4; H3C6; H3C7; H3C8; H3C10; H3C11; H3C12	YBR010W
H4C1; H4C2; H4C3; H4C4; H4C5; H4C6; H4C8; H4C9; H4C11; H4C12; H4C13; H4C14; H4C15; H4C16	YBR009C
H6	YIL118W
H6	YLR229C
H6	YNL090W
H6	YPR165W
H9	YIL118W
H9	YLR229C
H9	YNL090W
H9	YPR165W
HAAO	YJR025C
HACD1	YJL097W
HACD2	YJL097W
HACL1	YEL020C
HAGH	YDR272W
HAGH	YOR040W
HAGHL	YDR272W
HAGHL	YOR040W
HAGO	YGL213C
HAGO	YIL112W
HALDR	YKL188C
HALDR	YPL147W
HAO1	YML054C
HAO2	YML054C
HARS1	YPR033C
HARS2	YPR033C
HAT1	YPL001W
HCCS	YAL039C
HCDCREL-2	YCR002C
HCDCREL-2	YDL225W
HCDCREL-2	YDR218C
HCDCREL-2	YGR059W
HCDCREL-2	YHR107C
HCDCREL-2	YJR076C
HCDCREL-2	YLR314C
HCLS1	YKL129C
HCLS1	YMR109W
HCV NS5A-TRANSACTIVATED PROTEIN 3	YDR438W
HCV NS5A-TRANSACTIVATED PROTEIN 3	YLR293C
HCV NS5A-TRANSACTIVATED PROTEIN 3	YML001W
HCV NS5A-TRANSACTIVATED PROTEIN 3	YML018C
HCV NS5A-TRANSACTIVATED PROTEIN 3	YOR185C
HD1	YPR068C
HD2	YPR068C
HD3	YPR068C
HD8	YPR068C
HDAC1	YNL330C
HDAC2	YNL330C
HDAC3	YGL194C
HDDC2	YBR242W
HDDC2	YGL101W
HDHD3	YMR130W
HDHD5	YKR070W
HDLBP	YJL080C
HEATR1	YJL109C
HECTD2	YJR036C
HELLS	YFR038W
HEMK1	YNL063W
HEMK2	YDR140W
HFM1	YGL251C
HGH1	YGR187C
HIBCH	YDR036C
HIKESHI	YOL032W
HINT1	YDL125C
HINT2	YDL125C
HIP1	YNL243W
HIP1R	YNL243W
HIRA	YOR038C
HIST1H2AB	YBL003C
HIST1H2AB	YDR225W
HIST1H2AK	YBL003C
HIST1H2AK	YDR225W
HK I	YFR053C
HK I	YGL253W
HK II	YFR053C
HK II	YGL253W
HK1	YFR053C
HK1	YGL253W
HK4	YFR053C
HK4	YGL253W
HLCS	YDL141W
HLP4	YDR373W
HLTF	YLR032W
HMBS	YDL205C
HMCES	YMR114C
HMGB2	YMR072W
HMGB3	YMR072W
HMGCL	YDL131W
HMGCL	YDL182W
HMGCLL1	YDL131W
HMGCLL1	YDL182W
HMGCR	YLR450W
HMGCR	YML075C
HMGCS1	YML126C
HMGCS2	YML126C
HMOX1	YLR205C
HMOX2	YLR205C
HNRNPA0	YNL175C
HNRNPA1	YNL175C
HNRNPA1L2	YNL175C
HNRNPA2B1	YNL175C
HNRNPA3	YNL175C
HNRNPAB	YGR159C
HNRNPAB	YNL175C
HNRNPD	YGR159C
HNRNPD	YNL175C
HNRNPDL	YNL175C
HNRP	YKR048C
HOOK1	YGL086W
HOS	YGL213C
HOS	YIL112W
HPANK	YDR125C
HPANK	YDR531W
HPANK	YGR110W
HPANK2	YDR125C
HPANK2	YDR531W
HPANK2	YGR110W
HPANK3	YDR125C
HPANK3	YDR531W
HPANK3	YGR110W
HPAST1	YNL084C
HPCA	YDR373W
HPCAL1	YDR373W
HPCAL4	YDR373W
HPRP43	YER013W
HPRP43	YGL120C
HPRP43	YKL078W
HPRP43	YKR086W
HPRP43	YNR011C
HSBPROS26	YJL001W
HSC40	YLR090W
HSC40	YNL007C
HSC40	YNL064C
HSC40	YNL077W
HSCB	YGL018C
HSD11B1	YIR035C
HSD11B1	YIR036C
HSD11B1	YMR226C
HSD11B1L	YIR035C
HSD11B1L	YIR036C
HSD17B10	YDL114W
HSD17B11	YDL114W
HSD17B11	YLR426W
HSD17B11	YMR226C
HSD17B12	YBR159W
HSD17B13	YDL114W
HSD17B13	YLR426W
HSD17B3	YBR159W
HSD17B4	YKR009C
HSD17B7	YLR100W
HSDL1	YBR159W
HSP40	YLR090W
HSP40	YNL007C
HSP40	YNL064C
HSP40	YNL077W
HSP40 HOMOLOG	YLR090W
HSP40 HOMOLOG	YNL007C
HSP40 HOMOLOG	YNL064C
HSP40 HOMOLOG	YNL077W
HSP90AA1	YMR186W
HSP90AA1	YPL240C
HSP90AB1	YMR186W
HSP90AB1	YPL240C
HSP90AB3P	YMR186W
HSP90AB3P	YPL240C
HSPA1A	YAL005C
HSPA1A	YBL075C
HSPA1A	YER103W
HSPA1A	YLL024C
HSPA1B	YAL005C
HSPA1B	YBL075C
HSPA1B	YER103W
HSPA1B	YLL024C
HSPA1L	YAL005C
HSPA1L	YBL075C
HSPA1L	YER103W
HSPA1L	YLL024C
HSPA2	YAL005C
HSPA2	YBL075C
HSPA2	YER103W
HSPA2	YLL024C
HSPA4	YBR169C
HSPA4	YPL106C
HSPA4L	YBR169C
HSPA4L	YPL106C
HSPA5	YJL034W
HSPA6	YAL005C
HSPA6	YBL075C
HSPA6	YER103W
HSPA6	YLL024C
HSPA8	YAL005C
HSPA8	YBL075C
HSPA8	YER103W
HSPA8	YLL024C
HSPA9	YEL030W
HSPA9	YJR045C
HSPD1	YLR259C
HSPE1	YOR020C
HSPH1	YBR169C
HSPH1	YPL106C
HTATIP2	YER004W
HUWE1	YDR457W
IAH1	YOR126C
IARS1	YBL076C
IARS2	YPL040C
IBA57	YJR122W
ICMT	YDR410C
IDE	YLR389C
IDH1	YDL066W
IDH1	YLR174W
IDH1	YNL009W
IDH2	YDL066W
IDH2	YLR174W
IDH2	YNL009W
IDH3A	YOR136W
IDH3B	YNL037C
IDH3G	YNL037C
IDI1	YPL117C
IDI2	YPL117C
IDNK	YDR248C
IDO1	YJR078W
IDO2	YJR078W
IER3IP1	YER074W-A
IFIH1	YIR002C
IGBP1	YMR028W
IGBP1C	YMR028W
IGHMBP2	YKL017C
IMMP1L	YMR150C
IMMP2L	YMR035W
IMP3	YHR148W
IMP4	YMR308C
IMP4	YNL075W
IMP5	YMR308C
IMPA1	YDR287W
IMPA1	YHR046C
IMPA2	YDR287W
IMPA2	YHR046C
IMPACT	YCR059C
IMPDH1	YHR216W
IMPDH1	YLR432W
IMPDH1	YML056C
IMPDH2	YHR216W
IMPDH2	YLR432W
IMPDH2	YML056C
ING1	YOR064C
ING2	YOR064C
ING3	YHR090C
ING4	YHR090C
ING4	YOR064C
ING5	YHR090C
ING5	YOR064C
INO80	YGL150C
IP6K1	YDR017C
IP6K2	YDR017C
IP6K3	YDR017C
IPO11	YPL125W
IPO13	YOR160W
IPO4	YER110C
IPO5	YMR308C
IPO7	YJR132W
IPO8	YJR132W
IPO9	YGL241W
IQGAP1	YPL242C
IQGAP2	YPL242C
IQGAP3	YPL242C
ISCA2	YPR067W
ISCU	YOR226C
ISCU	YPL135W
ISG20L2	YOL080C
IST1	YNL265C
ISYNA1	YJL153C
ITCH	YER125W
ITPA	YJR069C
KARS1	YDR037W
KAT5	YOR244W
KAT7	YMR127C
KAT8	YMR127C
KCHIP1	YDR373W
KCHIP2	YDR373W
KCHIP4	YDR373W
KCIP-1	YDR099W
KCIP-1	YER177W
KCNAB1	YPL088W
KCNAB2	YNL331C
KCNAB2	YPL088W
KCNAB3	YNL331C
KCNAB3	YPL088W
KDELR1	YBL040C
KDELR2	YBL040C
KDELR3	YBL040C
KDM1A	YMR020W
KDM5A	YMR176W
KDM5B	YMR176W
KDM5C	YJR119C
KDM5C	YMR176W
KDM5D	YMR176W
KDSR	YBR265W
KIF11	YBL063W
KLHDC4	YPL263C
KMO	YBL098W
KPNA1	YEL013W
KPNA1	YNL189W
KPNA2	YEL013W
KPNA2	YNL189W
KPNA3	YNL189W
KPNA4	YNL189W
KPNA5	YEL013W
KPNA5	YNL189W
KPNA6	YEL013W
KPNA6	YNL189W
KPNA7	YEL013W
KPNB1	YLR347C
KRI1	YNL308C
KRR1	YCL059C
KRT10	YDL197C
KRT12	YDL197C
KRT13	YDL197C
KRT14	YDL197C
KRT15	YDL197C
KRT16	YDL197C
KRT17	YDL197C
KRT19	YDL197C
KRT20	YDL197C
KRT24	YDL197C
KRT25	YDL197C
KRT26	YDL197C
KRT27	YDL197C
KRT28	YDL197C
KRT31	YDL197C
KRT32	YDL197C
KRT33A	YDL197C
KRT33B	YDL197C
KRT34	YDL197C
KRT35	YDL197C
KRT36	YDL197C
KRT38	YDL197C
KRT40	YDL197C
KRT9	YDL197C
KTI12	YKL110C
KYAT1	YJL060W
KYAT3	YJL060W
KYNU	YLR231C
LACS 3	YIL009W
LACS 4	YIL009W
LACS 5	YIL009W
LACS 6	YIL009W
LAGE3	YKR095W-A
LARS1	YPL160W
LARS2	YLR382C
LBR	YNL280C
LCAT	YNR008W
LCMT1	YDR435C
LCMT2	YOL141W
LCP1	YDR129C
LDHD	YDL174C
LEO1	YOR123C
LEPROT	YJR044C
LEPROTL1	YJR044C
LETM1	YPR125W
LETM2	YOL027C
LIAS	YOR196C
LIG1	YDL164C
LIG4	YOR005C
LIPA	YKL140W
LIPF	YKL140W
LIPJ	YKL140W
LIPK	YKL140W
LIPM	YKL140W
LIPN	YKL140W
LIPT1	YJL046W
LIPT2	YLR239C
LMP1-INDUCED PROTEIN	YHL010C
LMP1-INDUCED PROTEIN	YLL039C
LMP1-INDUCED PROTEIN	YOR052C
LNPEP	YHR047C
LNPEP	YKL157W
LONP1	YBL022C
LPIN1	YMR165C
LPIN2	YMR165C
LPIN3	YMR165C
LSG1	YGL099W
LSM12	YHR121W
LSM14A	YPR129W
LSM14B	YPR129W
LSM2	YBL026W
LSM3	YLR438C-A
LSM5	YER146W
LSM6	YDR378C
LSM7	YNL147W
LSM8	YJR022W
LSS	YHR072W
LTA4H	YNL045W
LTN1	YMR247C
LTV1	YKL143W
LUC7L	YDL087C
LUC7L2	YDL087C
LYPLA1	YLR118C
LYPLA2	YLR118C
LYRM4	YER048W-A
MAD1L1	YGL086W
MAD2L1	YJL030W
MAEA	YIL097W
MAGT1	YOR085W
MAK	YJL106W
MAK16	YAL025C
MAN1A2	YJR131W
MAN1B1	YJR131W
MAN2C1	YGL156W
MAP KINASE 1	YKL161C
MAP KINASE 1	YMR290C
MAP KINASE 10	YKL161C
MAP KINASE 10	YMR290C
MAP KINASE 11	YKL161C
MAP KINASE 11	YMR290C
MAP KINASE 12	YKL161C
MAP KINASE 12	YMR290C
MAP KINASE 13	YKL161C
MAP KINASE 13	YMR290C
MAP KINASE 14	YKL161C
MAP KINASE 14	YMR290C
MAP KINASE 3	YKL161C
MAP KINASE 3	YMR290C
MAP KINASE 8	YKL161C
MAP KINASE 8	YMR290C
MAP KINASE 9	YKL161C
MAP KINASE 9	YMR290C
MAP KINASE KINASE 1	YDL159W
MAP KINASE KINASE 1	YJL128C
MAP KINASE KINASE 2	YDL159W
MAP KINASE KINASE 2	YJL128C
MAP KINASE KINASE 3	YDL159W
MAP KINASE KINASE 3	YJL128C
MAP KINASE KINASE 4	YDL159W
MAP KINASE KINASE 4	YJL128C
MAP KINASE KINASE 5	YDL159W
MAP KINASE KINASE 5	YJL128C
MAP KINASE KINASE 6	YDL159W
MAP KINASE KINASE 6	YJL128C
MAP KINASE KINASE 7	YDL159W
MAP KINASE KINASE 7	YJL128C
MAP1A/MAP1B LC3 A	YBL078C
MAP1A/MAP1B LC3 B	YBL078C
MAP1A/MAP1B LC3 C	YBL078C
MAP1LC3B2	YBL078C
MAP2K1	YDL159W
MAP2K2	YDL159W
MAP2K2	YJL128C
MAP2K5	YOR231W
MAP2K5	YPL140C
MAPK1	YBL016W
MAPK1	YGR040W
MAPK1	YHR030C
MAPK1	YLR113W
MAPK10	YKL161C
MAPK10	YMR290C
MAPK11	YBL016W
MAPK11	YGR040W
MAPK11	YHR030C
MAPK11	YLR113W
MAPK12	YBL016W
MAPK12	YGR040W
MAPK12	YHR030C
MAPK12	YKL161C
MAPK12	YLR113W
MAPK12	YMR290C
MAPK13	YBL016W
MAPK13	YGR040W
MAPK13	YHR030C
MAPK13	YLR113W
MAPK14	YBL016W
MAPK14	YGR040W
MAPK14	YHR030C
MAPK14	YLR113W
MAPK3	YBL016W
MAPK3	YGR040W
MAPK3	YHR030C
MAPK3	YLR113W
MAPRE1	YER016W
MAPRE2	YER016W
MAPRE3	YER016W
MARCHF6	YIL030C
MARK1	YOR233W
MARK1	YPL141C
MARK2	YOR233W
MARK2	YPL141C
MARK3	YOR233W
MARK3	YPL141C
MARK4	YOR233W
MARK4	YPL141C
MARS1	YGR264C
MARS2	YGR171C
MAT1A	YDR502C
MAT1A	YLR180W
MAT2A	YDR502C
MAT2A	YLR180W
MBOAT1	YOR175C
MBOAT2	YOR175C
MCM2	YBL023C
MCM3	YEL032W
MCM4	YPR019W
MCM5	YLR274W
MCM6	YGL201C
MCM7	YBR202W
MCTS1	YER007C-A
MCTS2	YER007C-A
MCUR1	YFL046W
MDH2	YKL085W
MDH2	YOL126C
MDN1	YLR106C
MDP1	YER134C
ME1	YKL029C
ME2	YKL029C
ME3	YKL029C
MECR	YBR026C
MED10	YPR168W
MED21	YDR308C
MED6	YHR058C
MED7	YOL135C
MEMO1	YJR008W
METAP1	YLR244C
METAP2	YBL091C
METTL1	YDL201W
METTL14	YCL055W
METTL18	YIL110W
METTL21A	YNL024C
METTL21EP	YNL024C
MGLL	YKL094W
MICOS10	YCL057C-A
MINDY1	YGL082W
MINDY1	YPL191C
MINDY2	YGL082W
MINDY2	YPL191C
MINPP1	YAR071W
MINPP1	YBR092C
MINPP1	YBR093C
MINPP1	YDL024C
MINPP1	YHR215W
MIOS	YBL104C
MIP	YPR192W
MIPEP	YKL134C
MITF	YJR060W
MLH1	YMR167W
MLH3	YPL164C
MLL SEPTIN-LIKE FUSION PROTEIN	YCR002C
MLL SEPTIN-LIKE FUSION PROTEIN	YDL225W
MLL SEPTIN-LIKE FUSION PROTEIN	YDR218C
MLL SEPTIN-LIKE FUSION PROTEIN	YGR059W
MLL SEPTIN-LIKE FUSION PROTEIN	YHR107C
MLL SEPTIN-LIKE FUSION PROTEIN	YJR076C
MLL SEPTIN-LIKE FUSION PROTEIN	YLR314C
MLST8	YNL006W
MMI-BETA	YKL129C
MMI-BETA	YMR109W
MMS19	YIL128W
MNAT1	YDR460W
MND1	YGL183C
MOB KINASE ACTIVATOR-LIKE 2B	YIL106W
MOB1A	YIL106W
MOB1B	YIL106W
MOB2	YIL106W
MOB3A	YIL106W
MOB3B	YIL106W
MOB3C	YIL106W
MOCS3	YHR111W
MOGAT1	YOR245C
MOGAT2	YOR245C
MOGAT3	YOR245C
MOGS	YGL027C
MON1A	YGL124C
MON1B	YGL124C
MON2	YNL297C
MORF4L1	YPR023C
MORF4L2	YPR023C
MP26	YLL043W
MPC1	YGL080W
MPC1L	YGL080W
MPC2	YGR243W
MPC2	YHR162W
MPHOSPH10	YJR002W
MPI	YER003C
MPPE1	YDR182W
MPST	YOR251C
MPV17	YLR251W
MRDB	YKL161C
MRDB	YMR290C
MRE11	YMR224C
MRI1	YPR118W
MRM1	YOR201C
MRM2	YGL136C
MRPL11	YNL185C
MRPL12	YGL068W
MRPL13	YOR150W
MRPL15	YNL284C
MRPL17	YJL063C
MRPL2	YEL050C
MRPL23	YDR405W
MRPL3	YGR220C
MRPL32	YCR003W
MRPL33	YML009C
MRPL36	YPL183W-A
MRPL4	YML025C
MRPL40	YDR462W
MRPL44	YMR024W
MRPL46	YNL252C
MRPL58	YOL114C
MRPS12	YNR036C
MRPS14	YPR166C
MRPS16	YPL013C
MRPS2	YHL004W
MRPS6	YKL003C
MRS2	YOR334W
MRS2	YPL060W
MRTO4	YKL009W
MSE	YGR254W
MSE	YHR174W
MSH2	YOL090W
MSH3	YCR092C
MSH4	YFL003C
MSH5	YDL154W
MSH5-SAPCD1	YDL154W
MSH6	YDR097C
MSI2	YNL175C
MSMO1	YGR060W
MSRA	YER042W
MSRB2	YCL033C
MSRB3	YCL033C
MTAP	YLR017W
MTFMT	YBL013W
MTG1	YMR097C
MTG2	YHR168W
MTHFD1	YBR084W
MTHFD1	YGR204W
MTHFD1L	YBR084W
MTHFD1L	YGR204W
MTHFD2	YKR080W
MTHFD2L	YKR080W
MTHFR	YGL125W
MTHFS	YER183C
MTIF2	YOL023W
MTM1	YJR110W
MTMR2	YJR110W
MTMR6	YJR110W
MTMR7	YJR110W
MTMR8	YJR110W
MTMR9	YJR110W
MTO1	YGL236C
MTOR	YJR066W
MTOR	YKL203C
MTREX	YJL050W
MTRF1	YGL143C
MTRF1L	YGL143C
MU-ARP2	YHL019C
MU-ARP2	YOL062C
MU-ARP2	YPL259C
MUC20	YJL078C
MUC21	YOR009W
MUC22	YIR019C
MUS81	YDR386W
MVD	YNR043W
MVK	YMR208W
MYG1	YER156C
MYH1	YHR023W
MYH10	YHR023W
MYH11	YHR023W
MYH13	YHR023W
MYH14	YHR023W
MYH15	YHR023W
MYH2	YHR023W
MYH3	YHR023W
MYH4	YHR023W
MYH6	YHR023W
MYH7	YHR023W
MYH7B	YHR023W
MYH8	YHR023W
MYH9	YHR023W
MYL1	YGL106W
MYL4	YGL106W
MYO1C	YKL129C
MYO1C	YMR109W
MYO1E	YKL129C
MYO1E	YMR109W
MYO1F	YKL129C
MYO1F	YMR109W
MYO1H	YKL129C
MYO1H	YMR109W
MYO5A	YAL029C
MYO5A	YOR326W
MYO5B	YAL029C
MYO5B	YOR326W
MYO5C	YAL029C
MYO5C	YOR326W
NA(+)/K(+) ATPASE ALPHA-1 SUBUNIT	YDR038C
NA(+)/K(+) ATPASE ALPHA-1 SUBUNIT	YDR039C
NA(+)/K(+) ATPASE ALPHA-1 SUBUNIT	YDR040C
NA(+)/K(+) ATPASE ALPHA-1 SUBUNIT	YGL167C
NA(+)/K(+) ATPASE ALPHA-2 SUBUNIT	YDR038C
NA(+)/K(+) ATPASE ALPHA-2 SUBUNIT	YDR039C
NA(+)/K(+) ATPASE ALPHA-2 SUBUNIT	YDR040C
NA(+)/K(+) ATPASE ALPHA-2 SUBUNIT	YGL167C
NA(+)/K(+) ATPASE ALPHA-3 SUBUNIT	YDR038C
NA(+)/K(+) ATPASE ALPHA-3 SUBUNIT	YDR039C
NA(+)/K(+) ATPASE ALPHA-3 SUBUNIT	YDR040C
NA(+)/K(+) ATPASE ALPHA-3 SUBUNIT	YGL167C
NA(+)/K(+) ATPASE ALPHA-4 SUBUNIT	YDR038C
NA(+)/K(+) ATPASE ALPHA-4 SUBUNIT	YDR039C
NA(+)/K(+) ATPASE ALPHA-4 SUBUNIT	YDR040C
NA(+)/K(+) ATPASE ALPHA-4 SUBUNIT	YGL167C
NAA10	YHR013C
NAA11	YHR013C
NAA15	YDL040C
NAA16	YDL040C
NAA20	YPR131C
NAA35	YEL053C
NAALAD2	YJR126C
NAALADL1	YJR126C
NAALADL2	YOR256C
NACA2	YHR193C
NACA4P	YHR193C
NADK	YEL041W
NADK	YJR049C
NADK	YPL188W
NADSYN1	YHR074W
NAF1	YNL124W
NAGS	YER069W
NALCN	YGR217W
NAP-2	YKR048C
NAP1L1	YKR048C
NAP1L2	YKR048C
NAP1L3	YKR048C
NAP1L4	YKR048C
NAPA	YBL050W
NAPB	YBL050W
NAPEPLD	YPL103C
NAPSA	YPL154C
NARF	YNL240C
NARS1	YHR019C
NARS2	YCR024C
NAT10	YNL132W
NAXD	YKL151C
NAXE	YNL200C
NCALD	YDR373W
NCAPD2	YLR272C
NCAPG	YDR325W
NCAPH	YBL097W
NCBP2	YPL178W
NCBP2L	YPL178W
NCS-1	YDR373W
NCS1	YDR373W
NDC80	YIL144W
NDOR1	YPR048W
NDUFAB1	YKL192C
NEDD-5	YCR002C
NEDD-5	YDL225W
NEDD-5	YDR218C
NEDD-5	YGR059W
NEDD-5	YHR107C
NEDD-5	YJR076C
NEDD-5	YLR314C
NEDD4	YER125W
NEDD4L	YER125W
NEDD8	YDR139C
NEDD8-MDP1	YDR139C
NEK2	YAR018C
NEMF	YPL009C
NFS1	YCL017C
NFU1	YKL040C
NFX1	YNL023C
NFYB	YBL021C
NGDN	YER127W
NHP2	YDL208W
NIF3L1	YGL221C
NIFK	YNL110C
NIP7	YPL211W
NIPSNAP1	YER094C
NIPSNAP2	YER094C
NIT1	YJL126W
NIT2	YLR351C
NLE1	YCR072C
NLI-IF	YLL010C
NLI-IF	YLR019W
NLI-INTERACTING FACTOR 2	YLL010C
NLI-INTERACTING FACTOR 2	YLR019W
NLK	YKL161C
NLK	YMR290C
NLN	YCL057W
NMD3	YHR170W
NME1	YKL067W
