inchikey	n_sig_tasks	n_tier1	n_tier2	n_tier3	max_rho	min_q	chembl_id	n_chembl_genes	top_chembl_genes	smiles
YLFMCMWKHSDUCT-UHFFFAOYSA-N	33	0	33	0	0.0927143040487525	0.0	CHEMBL384903	19	CYP2C19 CYP2C9 ampC KMT2A HSP90AA1	
YLLFUILNISGLHO-UHFFFAOYSA-N	19	0	19	0	0.2171702674853594	0.0	CHEMBL317869	4	ALDH1A1 KDM4E HSD17B10 HPGD APEX1	
YOYYKSJJIWTDRV-UHFFFAOYSA-N	6	0	0	6	0.1536564804037252	0.0		0		
YPUVZYIIXPQIEK-UHFFFAOYSA-N	11	0	0	11	0.0849321726232176	0.0		0		
YRBKEZXQBXATGS-UHFFFAOYSA-N	3	0	0	3	0.0241157381297774	0.0		0		
YRCLMVBHDXMDGI-UHFFFAOYSA-N	4	0	0	4	0.0408481053074847	0.0		0		
YSSSPARMOAYJTE-UHFFFAOYSA-N	1	0	0	1	0.0916355653771865	0.0		0		
YZJPFPYIEUYCKC-UITAMQMPSA-N	13	0	0	13	0.1760207105754831	0.0		0		
YZOGQNMCYOSDKF-UHFFFAOYSA-N	28	0	0	28	0.0596736748654118	0.0		0		
YZXBAPSDXZZRGB-UHFFFAOYSA-N	9	0	0	9	0.0341847722157171	0.0		0		
ZAGJDCRKYLOVET-UHFFFAOYSA-N	4	0	0	4	0.0351207853965541	0.0		0		
ZBHZRCBFWSEHBP-JYRVWZFOSA-N	37	0	0	37	0.02514749607048	0.0		0		
ZDAQNRVHEIUNRF-UHFFFAOYSA-N	78	0	0	78	0.0348383093978096	0.0		0		
ZDESTPITUFXLPZ-AUEPDCJTSA-N	2	0	0	2	0.0767799135993597	0.0		0		
ZECGBUYROKQBIO-UHFFFAOYSA-N	3	0	0	3	0.2021814705425148	0.0		0		
ZEUITGRIYCTCEM-KRWDZBQOSA-N	1	0	1	0	0.0286436262558191	0.0	CHEMBL1175	47	Slc6a4 SLC6A4 SLC6A2 Slc6a2 SLC6A3	
ZHUVAAMRZGOWJG-LICLKQGHSA-N	3	0	0	3	0.024724262400757	0.0		0		
ZIWUVIOQXRVBSU-AATRIKPKSA-N	2	0	0	2	0.0258335385325213	0.0		0		
ZJUYFVFLWINXFD-UHFFFAOYSA-N	3	0	0	3	0.0992718111819995	0.0		0		
ZKDHPMYHSXIDJT-UHFFFAOYSA-N	255	0	0	255	0.0662082225373799	0.0		0		
ZKZXNDJNWUTGDK-NSCUHMNNSA-N	2	0	2	0	0.0850279180128694	0.0	CHEMBL104264	37	ROCK2 PRKACB PRKACA PRKACG RPS6KB1	
ZOYXISIRYJLHSP-UHFFFAOYSA-N	4	0	0	4	0.0357360551136131	0.0		0		
ZPWYLVIFBYSQDN-UHFFFAOYSA-N	1	0	0	1	0.0221741073666945	0.0		0		
ZRVDANDJSTYELM-UUSAFJCLSA-N	11	0	0	11	0.028106624458611	0.0		0		
ZTENOSWMFZVQIF-UHFFFAOYSA-N	4	0	0	4	0.0544587699983812	0.0		0		
ZUXABONWMNSFBN-UHFFFAOYSA-N	1	0	1	0	0.0767041419814232	0.0	CHEMBL253391	1	DRD2	
ZVCADZQSJQBNLZ-UHFFFAOYSA-N	45	0	45	0	0.0367137440730617	0.0	CHEMBL1608734	1	KDM4E ERG MBNL1 POLI RAPGEF3	
ZXAKLDKYCYYMFR-UHFFFAOYSA-N	2	0	0	2	0.0437052650818984	0.0		0		
ZXUMUPVQYAFTLF-UHFFFAOYSA-N	3	0	3	0	0.1482173645079738	0.0	CHEMBL1619758	3	Slc6a4 Slc6a3 Slc6a2 HTR2A USP1	
ZYKGEGZDRIBZQX-UHFFFAOYSA-N	8	0	8	0	0.0244512463843863	0.0	CHEMBL4086273	1	DCTPP1	
ZZRMMAFSBJHWHS-UHFFFAOYSA-N	3	0	0	3	0.1163491992676098	0.0		0		
