inchikey	chembl_id	task_target	family	dose	rho	q	tier	pchembl_task	n_chembl_genes	smiles
IVFYNVUWEOJAST-UHFFFAOYSA-N		ADGRL1	gpcr	32.4	0.0476432232514641	0.0	3		0	CC1(C2CCC1(CN(C2)CC(CN3C4=C(C=C(C=C4)Cl)C5=C3C=CC(=C5)Cl)O)C)C
HPNSFSBZBAHARI-RUDMXATFSA-N	CHEMBL866	ADGRL1	gpcr	780.42	0.0471143842636284	0.0	2		154	CC1=C(C(=C(C2=C1COC2=O)O)CC=C(C)CCC(=O)O)OC
NXJCRELRQHZBQA-UHFFFAOYSA-N	CHEMBL481049	ADGRL2	gpcr	84.59	0.0867557726201091	0.0	2		18	COC1=CC(=C2C=CC(=O)OC2=C1)OC
OYVFYPVPBFPXSU-UHFFFAOYSA-N		ADGRL2	gpcr	200.0	0.0794970800999863	0.0	3		0	C1=CC(=O)C=CC1=C2NC3=C(O2)C=CC(=C3)N
RVWWDDKOKZXKCJ-UHFFFAOYSA-N		ADGRL2	gpcr	54.0	0.0780780543780021	0.0	3		0	COC1=C(C(=C2C(=C1)C=CC(=O)O2)O)OC3C(C(C(C(O3)CO)O)O)O
NXJCRELRQHZBQA-UHFFFAOYSA-N	CHEMBL481049	ADGRL3	gpcr	84.59	0.0949311836506464	0.0	2		18	COC1=CC(=C2C=CC(=O)OC2=C1)OC
OYVFYPVPBFPXSU-UHFFFAOYSA-N		ADGRL3	gpcr	200.0	0.0829374280963497	0.0	3		0	C1=CC(=O)C=CC1=C2NC3=C(O2)C=CC(=C3)N
RVWWDDKOKZXKCJ-UHFFFAOYSA-N		ADGRL3	gpcr	54.0	0.0819962943605924	0.0	3		0	COC1=C(C(=C2C(=C1)C=CC(=O)O2)O)OC3C(C(C(C(O3)CO)O)O)O
SPABMCLDHGNLFQ-BJMVGYQFSA-N	CHEMBL1343143	ADGRL3	gpcr	114.0	0.0784765086855658	0.0	2		15	CN(C)C1=CC=C(C=C1)C(=O)C=CC2=CN=CC=C2
LGUHQIOUFDSZTE-UHFFFAOYSA-N		ADGRL3	gpcr	32.9	0.0757068485188079	0.0	3		0	C1=CC=C2C(=C1)C(=O)C=C(O2)C3=COC=C3
OYNFLCCFMOIPDY-UHFFFAOYSA-N		ADGRL3	gpcr	9.09	0.0740015683822317	0.0	3		0	CC1=NN(C(=C1S(=O)(=O)NC2=CC=C(C=C2)OC3=CC=C(C=C3)Cl)Cl)C
XNZHJADQXXCSFV-OCCSQVGLSA-N	CHEMBL1892491	ADGRL4	gpcr	140.0	0.0697436003359054	0.0	2		3	CC(C)C(C=O)NC(=O)C(C(C)C)NC(=O)CNC(=O)OC(C)(C)C
KOAZNFCSOAOVEQ-GHXNOFRVSA-N		ADGRL4	gpcr	75.7	0.0581686175734202	0.0	3		0	CC(=NNC1=CC=C(C=C1)Cl)C(=O)C
SGDBTWWWUNNDEQ-LBPRGKRZSA-N	CHEMBL852	ADGRL4	gpcr	456.52	0.0558339517051495	0.0	2		154	C1=CC(=CC=C1CC(C(=O)O)N)N(CCCl)CCCl
GRSZKDCOHSSIAJ-NTEUORMPSA-N		ADGRL4	gpcr	37.28	0.0507943704362667	0.0	3		0	C1=CC=C(C(=C1)C=C2C(=O)N=C(S2)NC3=CC=CC=C3Cl)F
DGQLVPJVXFOQEV-NGOCYOHBSA-N	CHEMBL1366408	ADGRV1	gpcr	40.6	0.2385460120535938	0.0	2		37	CC1=C2C(=CC(=C1C(=O)O)O)C(=O)C3=C(C2=O)C(=C(C(=C3O)O)C4C(C(C(C(O4)CO)O)O)O)O
RVWWDDKOKZXKCJ-UHFFFAOYSA-N		ADGRV1	gpcr	54.0	0.216710706582063	0.0	3		0	COC1=C(C(=C2C(=C1)C=CC(=O)O2)O)OC3C(C(C(C(O3)CO)O)O)O
BCFHDYKCMZOQQV-UHFFFAOYSA-N		ADGRV1	gpcr	52.1	0.2113470987986771	0.0	3		0	CC1=C(NC2=C1C=C(C=C2)OCC3=CC=CC=C3)C(=O)N4CCN(CC4)C
AVAFAFDOURGYKI-UHFFFAOYSA-N		ADGRV1	gpcr	67.46	0.1964024363765469	0.0	3		0	C1CN(C2=CC=CC=C21)C3=NC(=NC=N3)N
OYVFYPVPBFPXSU-UHFFFAOYSA-N		ADGRV1	gpcr	200.0	0.1905712387946337	0.0	3		0	C1=CC(=O)C=CC1=C2NC3=C(O2)C=CC(=C3)N
NXJCRELRQHZBQA-UHFFFAOYSA-N	CHEMBL481049	ADGRV1	gpcr	84.59	0.1846392989415526	0.0	2		18	COC1=CC(=C2C=CC(=O)OC2=C1)OC
KCNPGHAGVLUKKB-UHFFFAOYSA-N		ADGRV1	gpcr	85.4	0.183145573575012	0.0	3		0	CCC1=CC(=O)OC2=CC(=C(C=C12)OC)OC
YLLFUILNISGLHO-UHFFFAOYSA-N	CHEMBL317869	ADGRV1	gpcr	78.7	0.1817006571370589	0.0	2		7	COC1=CC=CC2=C1C(=O)CC(O2)C3=CC=CC=C3
GPQLHGCIAUEJQK-UHFFFAOYSA-N	CHEMBL78010	ADGRV1	gpcr	58.4	0.1796863683948169	0.0	2		47	COC1=CC=C(C=C1)C2=CC(=O)C3=C(C(=C(C=C3O2)O)OC)O
KJYYVKYSBVQXBM-NVNXTCNLSA-N		ADGRV1	gpcr	439.0	0.1784888450027923	0.0	3		0	CC(=NNC(=S)N)C12CC3CC(C1)CC(C3)C2
YEMODLHXTXSMAT-UHFFFAOYSA-N		ADGRV1	gpcr	12.2	0.1748789531247952	0.0	3		0	CCOC1=CC=C(C=C1)C2(CCCCC2)C3=CC=C(C=C3)O
QJXHXKPITHZZRI-UHFFFAOYSA-N		ADGRV1	gpcr	49.47	0.1730737510490693	0.0	3		0	CCC1CCC2=C(C1)C=C(S2)C(=O)NC(C)C3=CC=NC=C3
GHRQDNKXGRCCNU-UHFFFAOYSA-N	CHEMBL1407106	ADGRV1	gpcr	200.0	0.1717603817517764	0.0	2		3	C1=COC(=C1)CN2C(=CC(=O)NC2=O)N
VECGPYYDRAAGSV-UHFFFAOYSA-N		ADGRV1	gpcr	20.2	0.16626272017283	0.0	3		0	CC1=CC=C(O1)C2C(=C(OC3=C2C(=O)OC4=CC=CC=C43)N)C#N
YJRJARYHRGMBPL-UHFFFAOYSA-N		ADGRV1	gpcr	111.64	0.1653324347973548	0.0	3		0	CC1=CC=CC(=C1)C2=NC3=C(O2)C=CC(=C3)N=CC4=CC(=CC=C4)Br
SPABMCLDHGNLFQ-BJMVGYQFSA-N	CHEMBL1343143	ADGRV1	gpcr	114.0	0.1554593828386055	0.0	2		15	CN(C)C1=CC=C(C=C1)C(=O)C=CC2=CN=CC=C2
SUJRLHKRIIXFSF-UHFFFAOYSA-N		ADGRV1	gpcr	11.4	0.1431188662371528	0.0	3		0	CCOC(=O)C1=C(N(C2=CC(=C(C(=C21)CN(C)C)O)Br)C)CSC3=CC=C(C=C3)Cl
PMAQASWXSNJAOL-UHFFFAOYSA-N		ADORA2A	gpcr	19.8	0.0248574647259448	0.0	3		0	CC(C)CC1=NN=C2N1N=C(S2)C3=CC(=CC=C3)N(C)C
WPDRRLRCCIWCEV-UHFFFAOYSA-N		ADORA2A	gpcr	38.63	0.019913473825203	0.0	3		0	CC1=CC(=CC=C1)NC(=O)CC2C(=O)OC3=CC=CC=C3N2
OPDBGPSIRGGXRM-UHFFFAOYSA-N		ADORA2B	gpcr	45.19	0.0254577364930355	0.0	3		0	CC1=CC(=C(C=C1)OCCSC2=NC=NC3=C2NC=N3)C(C)C
PFZCWJHRVQMOHW-UHFFFAOYSA-N		ADORA2B	gpcr	2.54	0.0251494079167876	0.0	3		0	C1=CC=C(C=C1)N2C(=C(C(=N2)N3C4=CC=CC=C4N=N3)[N+](=O)[O-])C(Cl)Cl
LUZUAYAKZLCOCQ-BHHNFLQBSA-N	CHEMBL1333653	ADORA2B	gpcr	4.71	0.0241241261048847	0.0	2		23	COC1=CC(=O)C(=CC1=CC=CC2=CC=CC=C2)O
JAMQLJVXPNHYPI-UHFFFAOYSA-N		ADORA2B	gpcr	94.6	0.0227053513263557	0.0	3		0	CC1=C(C(C(=C(O1)N)C#N)C2=CC=CC=C2)C(=O)C
SDUQYLNIPVEERB-QPPQHZFASA-N	CHEMBL888	ADORA2B	gpcr	100.0	0.022570826933527	0.0	2		118	C1=CN(C(=O)N=C1N)C2C(C(C(O2)CO)O)(F)F
UKTFMPQSNSFGKD-UHFFFAOYSA-N		ADORA2B	gpcr	49.2	0.0218343201386108	0.0	3		0	COC1=CC(=CC(=C1OC)OC)C2C(=C(OC3=C2C(=O)OC4=CC=CC=C43)N)C#N
VCCRNZQBSJXYJD-UHFFFAOYSA-N	CHEMBL309490	ADORA2B	gpcr	695.68	0.0213332648928281	0.0	2		85	C1=CC=C(C=C1)C2=C(C(=O)C3=C(C=C(C=C3O2)O)O)O
PRAUVHZJPXOEIF-VGKQSNDQSA-N		ADORA2B	gpcr	73.48	0.0201037469535815	0.0	3		0	CC1CCC2(CCC3(C(=CCC4C3(CC(C5C4(CC(C(C5(C)CO)O)O)C)O)C)C2C1C)C)C(=O)O
UUTPWWFKHYOFRA-OVCLIPMQSA-N		ADORA3	gpcr	138.0	0.0366526956913379	0.0	3		0	CC1=CC2=C(C=C1)OC(CC2=NO)(C(F)(F)F)O
HPGKJCFDLAZRAQ-UHFFFAOYSA-N		ADRA1A	gpcr	2.74	0.0358144557526922	0.0	3		0	CCC(C)(C)C1=CC(=C(C=C1)OCCCC[N+]2=CC=CC=C2)C(C)(C)CC
OYVFYPVPBFPXSU-UHFFFAOYSA-N		ADRA1B	gpcr	200.0	0.0440267720336466	0.0	3		0	C1=CC(=O)C=CC1=C2NC3=C(O2)C=CC(=C3)N
PIAKILNRCYLDQL-UHFFFAOYSA-N		ADRA1B	gpcr	114.0	0.0413331515768745	0.0	3		0	COC1=CC(=C(C=C1)NC(=S)NC(C(Cl)(Cl)Cl)NC(=O)OCC2=CC=CC=C2)[N+](=O)[O-]
LGUHQIOUFDSZTE-UHFFFAOYSA-N		ADRA1B	gpcr	32.9	0.0393344980386242	0.0	3		0	C1=CC=C2C(=C1)C(=O)C=C(O2)C3=COC=C3
IVFYNVUWEOJAST-UHFFFAOYSA-N		ADRA1B	gpcr	32.4	0.0366047117665108	0.0	3		0	CC1(C2CCC1(CN(C2)CC(CN3C4=C(C=C(C=C4)Cl)C5=C3C=CC(=C5)Cl)O)C)C
CFSQEKHSPXFHNV-UHFFFAOYSA-N		ADRA1B	gpcr	150.0	0.0325309477767568	0.0	3		0	C1CCC(=C(C#N)C2=NC(=CS2)C3=CC=C(C=C3)O)C1
TUTVDOPAKOUNQV-UHFFFAOYSA-N		ADRA1D	gpcr	71.4	0.0543055131163645	0.0	3		0	CC1=CC2=C(C=C1)N=C(N2)C3=CC=CC=C3
JTUGZBGALMZRJN-UHFFFAOYSA-N		ADRA1D	gpcr	197.44	0.0508509262687099	0.0	3		0	CC(=O)N(C1=CC=CC=N1)C2=NCC(=C)S2
FZYOVNIOYYPUPY-AMSHPFMVSA-N		ADRA1D	gpcr	24.3	0.0495720202597395	0.0	3		0	CC1C=CC=C(C(=O)NC2=C(C3=C(C(=C4C(=C3C(=O)C2=CNN5CCN(CC5)C)C(=O)C(O4)(OC=CC(C(C(C(C(C(C1O)C)O)C)OC(=O)C)C)OC)C)C)O)O)C
SDUQYLNIPVEERB-QPPQHZFASA-N	CHEMBL888	ADRA1D	gpcr	100.0	0.0491531520530998	0.0	1		118	C1=CN(C(=O)N=C1N)C2C(C(C(O2)CO)O)(F)F
QZESEGHSLFKZIV-UHFFFAOYSA-N	CHEMBL242172	ADRA1D	gpcr	928.26	0.0483460298973645	0.0	2		18	C1=CC=C2C(=C1)C(=O)C(=C(O2)C3=CC(=CC=C3)O)O
WQBTXZKCJCWVCI-UHFFFAOYSA-N		ADRA1D	gpcr	19.48	0.0483139536283813	0.0	3		0	COC1=C(C=C(C=C1)C(F)(F)F)NC(=O)CCC2=CC=CC=C2
KDKVQTKLWWJERB-UHFFFAOYSA-N		ADRA1D	gpcr	200.0	0.0476997935320424	0.0	3		0	C1=CC(=CN=C1)C2C(=C(SC(=C2C#N)N)N)C#N
AYGGQJHJRFZDFH-UHFFFAOYSA-N	CHEMBL374740	ADRA1D	gpcr	48.84	0.0475014554738316	0.0	2		18	C1=C(C=C2C(=C1Cl)NC(=O)C2=O)Cl
QJJXYPPXXYFBGM-KVDYWLTISA-N		ADRA1D	gpcr	29.8	0.0473892927965894	0.0	3		0	CC1CC(C2C(CC(C(O2)(C(=O)C(=O)N3CCCCC3C(=O)OC(C(C(CC(=O)C(C=C(C1)C)CC=C)O)C)C(=CC4CCC(C(C4)OC)O)C)O)C)OC)OC
RODXRVNMMDRFIK-UHFFFAOYSA-N	CHEMBL71851	ADRA1D	gpcr	1.73	0.0454775510638596	0.0	2		72	COC1=C(C=C2C(=C1)C=CC(=O)O2)O
PRAUVHZJPXOEIF-VGKQSNDQSA-N		ADRA1D	gpcr	73.48	0.0438549634772493	0.0	3		0	CC1CCC2(CCC3(C(=CCC4C3(CC(C5C4(CC(C(C5(C)CO)O)O)C)O)C)C2C1C)C)C(=O)O
QZESEGHSLFKZIV-UHFFFAOYSA-N	CHEMBL242172	ADRA2A	gpcr	928.26	0.0441491934185383	0.0	2		18	C1=CC=C2C(=C1)C(=O)C(=C(O2)C3=CC(=CC=C3)O)O
TUTVDOPAKOUNQV-UHFFFAOYSA-N		ADRA2A	gpcr	71.4	0.0374260829197874	0.0	3		0	CC1=CC2=C(C=C1)N=C(N2)C3=CC=CC=C3
FLSGWAKDRPGHJD-LICLKQGHSA-N		ADRA2A	gpcr	16.0	0.0363660576274325	0.0	3		0	CC1=CC(=C(C=C1)C)NCN2C(=O)C(=CC3=CC(=CC=C3)Br)SC2=O
GTLUNTOVPCRQID-UHFFFAOYSA-N		ADRA2A	gpcr	71.43	0.0359128984129772	0.0	3		0	CCOC(=O)C1=CC=C(C=C1)NC(=O)C2=C(OC(=C2)C)C
QGZNCHRJITZHFX-UHFFFAOYSA-N		ADRA2A	gpcr	49.47	0.0335139358148882	0.0	3		0	CC1=CC=CC=C1N2CCN(CC2)C(=O)C(C)OC3=CC=C(C=C3)F
RYLXGTKGTSJWBG-UHFFFAOYSA-N		ADRA2A	gpcr	49.47	0.0325965949251964	0.0	3		0	C1COC2=C(O1)C=CC(=C2)C(=O)NCC3=CC=C(C=C3)Cl
WQBTXZKCJCWVCI-UHFFFAOYSA-N		ADRA2A	gpcr	19.48	0.0324435992683369	0.0	3		0	COC1=C(C=C(C=C1)C(F)(F)F)NC(=O)CCC2=CC=CC=C2
YZOGQNMCYOSDKF-UHFFFAOYSA-N		ADRA2A	gpcr	19.48	0.0321632406847198	0.0	3		0	COC1=CC=CC(=C1)CNC2=CC(=CC=C2)[N+](=O)[O-]
RODXRVNMMDRFIK-UHFFFAOYSA-N	CHEMBL71851	ADRA2A	gpcr	1.73	0.0307048229909569	0.0	2		72	COC1=C(C=C2C(=C1)C=CC(=O)O2)O
ZAGJDCRKYLOVET-UHFFFAOYSA-N		ADRA2A	gpcr	176.0	0.0303719865569939	0.0	3		0	CC(C1=CC=NC=C1)NC(=O)C2=CC=C(C=C2)Cl
TUTVDOPAKOUNQV-UHFFFAOYSA-N		ADRA2B	gpcr	71.4	0.0401650629841648	0.0	3		0	CC1=CC2=C(C=C1)N=C(N2)C3=CC=CC=C3
FLSGWAKDRPGHJD-LICLKQGHSA-N		ADRA2B	gpcr	16.0	0.0394970741691878	0.0	3		0	CC1=CC(=C(C=C1)C)NCN2C(=O)C(=CC3=CC(=CC=C3)Br)SC2=O
QZESEGHSLFKZIV-UHFFFAOYSA-N	CHEMBL242172	ADRA2B	gpcr	928.26	0.0393419350908395	0.0	2		18	C1=CC=C2C(=C1)C(=O)C(=C(O2)C3=CC(=CC=C3)O)O
YZOGQNMCYOSDKF-UHFFFAOYSA-N		ADRA2B	gpcr	19.48	0.0354958133129971	0.0	3		0	COC1=CC=CC(=C1)CNC2=CC(=CC=C2)[N+](=O)[O-]
YPUVZYIIXPQIEK-UHFFFAOYSA-N		ADRA2B	gpcr	17.2	0.0350290393023186	0.0	3		0	C1C2CC3CC1CC(C2)(C3)C4=CSC(=N4)NC=C5C=C(C=CC5=O)Br
DOQVSAYUXANHAE-UHFFFAOYSA-N		ADRA2B	gpcr	49.47	0.032601088268173	0.0	3		0	CC1=C(C=C(C=C1)C2=C(SC(=C2C(=O)N)NC(=O)C3=CN=CC=C3)C)C
QAYVHDDEMLNVMO-UHFFFAOYSA-N	CHEMBL1450518	ADRA2B	gpcr	200.0	0.0318228778112755	0.0	2		4	C1=C(C(=CC(=C1Cl)N)Cl)N
SDUQYLNIPVEERB-QPPQHZFASA-N	CHEMBL888	ADRA2C	gpcr	100.0	0.0575967742696645	0.0	1		118	C1=CN(C(=O)N=C1N)C2C(C(C(O2)CO)O)(F)F
QZESEGHSLFKZIV-UHFFFAOYSA-N	CHEMBL242172	ADRA2C	gpcr	928.26	0.0539281536084342	0.0	2		18	C1=CC=C2C(=C1)C(=O)C(=C(O2)C3=CC(=CC=C3)O)O
PRAUVHZJPXOEIF-VGKQSNDQSA-N		ADRA2C	gpcr	73.48	0.0510595013529594	0.0	3		0	CC1CCC2(CCC3(C(=CCC4C3(CC(C5C4(CC(C(C5(C)CO)O)O)C)O)C)C2C1C)C)C(=O)O
JAMQLJVXPNHYPI-UHFFFAOYSA-N		ADRA2C	gpcr	94.6	0.0499705816852689	0.0	3		0	CC1=C(C(C(=C(O1)N)C#N)C2=CC=CC=C2)C(=O)C
JTUGZBGALMZRJN-UHFFFAOYSA-N		ADRA2C	gpcr	197.44	0.0476448379908508	0.0	3		0	CC(=O)N(C1=CC=CC=N1)C2=NCC(=C)S2
FZYOVNIOYYPUPY-AMSHPFMVSA-N		ADRA2C	gpcr	24.3	0.046699784081346	0.0	3		0	CC1C=CC=C(C(=O)NC2=C(C3=C(C(=C4C(=C3C(=O)C2=CNN5CCN(CC5)C)C(=O)C(O4)(OC=CC(C(C(C(C(C(C1O)C)O)C)OC(=O)C)C)OC)C)C)O)O)C
OPDBGPSIRGGXRM-UHFFFAOYSA-N		ADRA2C	gpcr	45.19	0.046447383981577	0.0	3		0	CC1=CC(=C(C=C1)OCCSC2=NC=NC3=C2NC=N3)C(C)C
TUTVDOPAKOUNQV-UHFFFAOYSA-N		ADRA2C	gpcr	71.4	0.045758442769332	0.0	3		0	CC1=CC2=C(C=C1)N=C(N2)C3=CC=CC=C3
WQBTXZKCJCWVCI-UHFFFAOYSA-N		ADRA2C	gpcr	19.48	0.0454965135958094	0.0	3		0	COC1=C(C=C(C=C1)C(F)(F)F)NC(=O)CCC2=CC=CC=C2
TZYWCYJVHRLUCT-VABKMULXSA-N	CHEMBL64925	ADRA2C	gpcr	525.0	0.0444148896120336	0.0	2		55	CC(C)CC(C=O)NC(=O)C(CC(C)C)NC(=O)C(CC(C)C)NC(=O)OCC1=CC=CC=C1
OTHFNJOXUKOBFG-UHFFFAOYSA-N		ADRA2C	gpcr	11.52	0.0436273163594659	0.0	3		0	CCN1CCOC(=O)C1CC(=O)NC2=CC(=C(C=C2)C)C
QJJXYPPXXYFBGM-KVDYWLTISA-N		ADRA2C	gpcr	29.8	0.0433212363361794	0.0	3		0	CC1CC(C2C(CC(C(O2)(C(=O)C(=O)N3CCCCC3C(=O)OC(C(C(CC(=O)C(C=C(C1)C)CC=C)O)C)C(=CC4CCC(C(C4)OC)O)C)O)C)OC)OC
GTLUNTOVPCRQID-UHFFFAOYSA-N		ADRA2C	gpcr	71.43	0.0430479070777682	0.0	3		0	CCOC(=O)C1=CC=C(C=C1)NC(=O)C2=C(OC(=C2)C)C
RODXRVNMMDRFIK-UHFFFAOYSA-N	CHEMBL71851	ADRA2C	gpcr	1.73	0.0428831721099531	0.0	2		72	COC1=C(C=C2C(=C1)C=CC(=O)O2)O
UWMPKFYTOZOTPE-UHFFFAOYSA-N	CHEMBL1461419	ADRA2C	gpcr	54.6	0.0405154744255083	0.0	2		17	CC1=CC2=C(C=C1)N3CCN(C4C3=C2CCC4)C(=O)CN5CCN(CC5)C
RYLXGTKGTSJWBG-UHFFFAOYSA-N		ADRA2C	gpcr	49.47	0.0404099763665785	0.0	3		0	C1COC2=C(O1)C=CC(=C2)C(=O)NCC3=CC=C(C=C3)Cl
QZESEGHSLFKZIV-UHFFFAOYSA-N	CHEMBL242172	ADRB1	gpcr	928.26	0.0605088499079081	0.0	2		18	C1=CC=C2C(=C1)C(=O)C(=C(O2)C3=CC(=CC=C3)O)O
TUTVDOPAKOUNQV-UHFFFAOYSA-N		ADRB1	gpcr	71.4	0.057246452871261	0.0	3		0	CC1=CC2=C(C=C1)N=C(N2)C3=CC=CC=C3
OGVUQNNDLAMDSQ-UHFFFAOYSA-N	CHEMBL1579045	ADRB1	gpcr	200.0	0.0528130510583432	0.0	2		4	CN1CCN(CC1)C(=S)NC2=CC=CC(=C2)C(=O)OC
SDUQYLNIPVEERB-QPPQHZFASA-N	CHEMBL888	ADRB1	gpcr	100.0	0.0525075648564967	0.0	1		118	C1=CN(C(=O)N=C1N)C2C(C(C(O2)CO)O)(F)F
WQBTXZKCJCWVCI-UHFFFAOYSA-N		ADRB1	gpcr	19.48	0.0521328663517573	0.0	3		0	COC1=C(C=C(C=C1)C(F)(F)F)NC(=O)CCC2=CC=CC=C2
JTUGZBGALMZRJN-UHFFFAOYSA-N		ADRB1	gpcr	197.44	0.0489596892892362	0.0	3		0	CC(=O)N(C1=CC=CC=N1)C2=NCC(=C)S2
PRAUVHZJPXOEIF-VGKQSNDQSA-N		ADRB1	gpcr	73.48	0.048487428399278	0.0	3		0	CC1CCC2(CCC3(C(=CCC4C3(CC(C5C4(CC(C(C5(C)CO)O)O)C)O)C)C2C1C)C)C(=O)O
ZKDHPMYHSXIDJT-UHFFFAOYSA-N		ADRB1	gpcr	25.97	0.0481835747478582	0.0	3		0	C1COCCN1CCCNC(=O)C2=C(C3=C(S2)C=C(C=C3)Br)Cl
GTLUNTOVPCRQID-UHFFFAOYSA-N		ADRB1	gpcr	71.43	0.0478456937174545	0.0	3		0	CCOC(=O)C1=CC=C(C=C1)NC(=O)C2=C(OC(=C2)C)C
TZYWCYJVHRLUCT-VABKMULXSA-N	CHEMBL64925	ADRB1	gpcr	525.0	0.0472889875933356	0.0	2		55	CC(C)CC(C=O)NC(=O)C(CC(C)C)NC(=O)C(CC(C)C)NC(=O)OCC1=CC=CC=C1
QJJXYPPXXYFBGM-KVDYWLTISA-N		ADRB1	gpcr	29.8	0.0469468409408952	0.0	3		0	CC1CC(C2C(CC(C(O2)(C(=O)C(=O)N3CCCCC3C(=O)OC(C(C(CC(=O)C(C=C(C1)C)CC=C)O)C)C(=CC4CCC(C(C4)OC)O)C)O)C)OC)OC
NWFAJOGQUGZVOS-UHFFFAOYSA-N	CHEMBL1428361	ADRB1	gpcr	16.0	0.0466517138194334	0.0	2		9	C1=CC(=CC=C1O)OC2=C(C=C(C=N2)Cl)Cl
DCECXXVEKNNRNY-UHFFFAOYSA-N		ADRB1	gpcr	57.7	0.0458300181850331	0.0	3		0	C1=CC=C2C(=C1)C=CC=C2C3C(=C(OC4=C3OC(=CC4=O)CO)N)C#N
FZYOVNIOYYPUPY-AMSHPFMVSA-N		ADRB1	gpcr	24.3	0.0457655819453719	0.0	3		0	CC1C=CC=C(C(=O)NC2=C(C3=C(C(=C4C(=C3C(=O)C2=CNN5CCN(CC5)C)C(=O)C(O4)(OC=CC(C(C(C(C(C(C1O)C)O)C)OC(=O)C)C)OC)C)C)O)O)C
RODXRVNMMDRFIK-UHFFFAOYSA-N	CHEMBL71851	ADRB1	gpcr	1.73	0.0453217669065714	0.0	2		72	COC1=C(C=C2C(=C1)C=CC(=O)O2)O
OPDBGPSIRGGXRM-UHFFFAOYSA-N		ADRB1	gpcr	45.19	0.0448141368546178	0.0	3		0	CC1=CC(=C(C=C1)OCCSC2=NC=NC3=C2NC=N3)C(C)C
JAMQLJVXPNHYPI-UHFFFAOYSA-N		ADRB1	gpcr	94.6	0.0445170166464293	0.0	3		0	CC1=C(C(C(=C(O1)N)C#N)C2=CC=CC=C2)C(=O)C
RYLXGTKGTSJWBG-UHFFFAOYSA-N		ADRB1	gpcr	49.47	0.0434089427977112	0.0	3		0	C1COC2=C(O1)C=CC(=C2)C(=O)NCC3=CC=C(C=C3)Cl
LGUHQIOUFDSZTE-UHFFFAOYSA-N		ADRB2	gpcr	32.9	0.0371830914061627	0.0	3		0	C1=CC=C2C(=C1)C(=O)C=C(O2)C3=COC=C3
YLFMCMWKHSDUCT-UHFFFAOYSA-N	CHEMBL384903	ADRB2	gpcr	61.3	0.0368988202762224	0.0	2		35	C1=CC2=C(C=C1C(F)(F)F)NC(=O)N2C3=C(C=CC(=C3)C(F)(F)F)O
XCIBGTGCDHTHPY-UHFFFAOYSA-N		ADRB2	gpcr	33.97	0.0338586980719	0.0	3		0	CC1=C(C=C(C=C1)C2=CSC(=N2)N)C.Cl
QZESEGHSLFKZIV-UHFFFAOYSA-N	CHEMBL242172	ADRB3	gpcr	928.26	0.0639759023312745	0.0	2		18	C1=CC=C2C(=C1)C(=O)C(=C(O2)C3=CC(=CC=C3)O)O
TUTVDOPAKOUNQV-UHFFFAOYSA-N		ADRB3	gpcr	71.4	0.0589820214413802	0.0	3		0	CC1=CC2=C(C=C1)N=C(N2)C3=CC=CC=C3
ZKDHPMYHSXIDJT-UHFFFAOYSA-N		ADRB3	gpcr	25.97	0.0550746668113881	0.0	3		0	C1COCCN1CCCNC(=O)C2=C(C3=C(S2)C=C(C=C3)Br)Cl
SDUQYLNIPVEERB-QPPQHZFASA-N	CHEMBL888	ADRB3	gpcr	100.0	0.0547710528854854	0.0	1		118	C1=CN(C(=O)N=C1N)C2C(C(C(O2)CO)O)(F)F
OGVUQNNDLAMDSQ-UHFFFAOYSA-N	CHEMBL1579045	ADRB3	gpcr	200.0	0.0523447450127505	0.0	2		4	CN1CCN(CC1)C(=S)NC2=CC=CC(=C2)C(=O)OC
WQBTXZKCJCWVCI-UHFFFAOYSA-N		ADRB3	gpcr	19.48	0.0516569399096485	0.0	3		0	COC1=C(C=C(C=C1)C(F)(F)F)NC(=O)CCC2=CC=CC=C2
TZYWCYJVHRLUCT-VABKMULXSA-N	CHEMBL64925	ADRB3	gpcr	525.0	0.0505110208479724	0.0	2		55	CC(C)CC(C=O)NC(=O)C(CC(C)C)NC(=O)C(CC(C)C)NC(=O)OCC1=CC=CC=C1
QJJXYPPXXYFBGM-KVDYWLTISA-N		ADRB3	gpcr	29.8	0.0493952714726059	0.0	3		0	CC1CC(C2C(CC(C(O2)(C(=O)C(=O)N3CCCCC3C(=O)OC(C(C(CC(=O)C(C=C(C1)C)CC=C)O)C)C(=CC4CCC(C(C4)OC)O)C)O)C)OC)OC
PRAUVHZJPXOEIF-VGKQSNDQSA-N		ADRB3	gpcr	73.48	0.048577680717405	0.0	3		0	CC1CCC2(CCC3(C(=CCC4C3(CC(C5C4(CC(C(C5(C)CO)O)O)C)O)C)C2C1C)C)C(=O)O
JAMQLJVXPNHYPI-UHFFFAOYSA-N		ADRB3	gpcr	94.6	0.0484981112848212	0.0	3		0	CC1=C(C(C(=C(O1)N)C#N)C2=CC=CC=C2)C(=O)C
NWFAJOGQUGZVOS-UHFFFAOYSA-N	CHEMBL1428361	ADRB3	gpcr	16.0	0.0482893218314506	0.0	2		9	C1=CC(=CC=C1O)OC2=C(C=C(C=N2)Cl)Cl
